question,ground_truth,answer,condition,faithfulness_score,is_hallucination,mean_retrieval_similarity,refined,ccs,dataset,reranker
What day was the Super Bowl played on?,"February 7, 2016"," The Super Bowl was played on February 7, 2016.",baseline,0.8567,False,0.6413,False,-1.0,squad,cross-encoder/ms-marco-MiniLM-L-12-v2
What day was the Super Bowl played on?,"February 7, 2016"," The Super Bowl was played on February 7, 2016.",hcpc_v1,0.8567,False,0.6329,False,-1.0,squad,cross-encoder/ms-marco-MiniLM-L-12-v2
What day was the Super Bowl played on?,"February 7, 2016"," The Super Bowl was played on February 7, 2016.",hcpc_v2,0.8567,False,0.6413,False,0.5722,squad,cross-encoder/ms-marco-MiniLM-L-12-v2
Who won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,baseline,0.9247,False,0.6268,False,-1.0,squad,cross-encoder/ms-marco-MiniLM-L-12-v2
Who won Super Bowl 50?,Denver Broncos," The context does not specify who won Super Bowl 50, but it mentions that the Broncos took an early lead and never trailed, implying they might have been the winning team. However, to confirm this, additional information is needed.",hcpc_v1,0.6921,False,0.5921,False,-1.0,squad,cross-encoder/ms-marco-MiniLM-L-12-v2
Who won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,hcpc_v2,0.9247,False,0.6246,True,0.5701,squad,cross-encoder/ms-marco-MiniLM-L-12-v2
What venue did Super Bowl 50 take place in?,Levi's Stadium," Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",baseline,0.6918,False,0.6489,False,-1.0,squad,cross-encoder/ms-marco-MiniLM-L-12-v2
What venue did Super Bowl 50 take place in?,Levi's Stadium," I cannot find this information in the provided context. The context only mentions that the San Francisco Bay Area last hosted a Super Bowl in 1985 (Super Bowl XIX), but it does not specify where Super Bowl 50 took place.",hcpc_v1,0.5995,False,0.6224,False,-1.0,squad,cross-encoder/ms-marco-MiniLM-L-12-v2
What venue did Super Bowl 50 take place in?,Levi's Stadium," Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",hcpc_v2,0.6918,False,0.6489,False,0.6083,squad,cross-encoder/ms-marco-MiniLM-L-12-v2
What city did Super Bowl 50 take place in?,Santa Clara," The Super Bowl 50 took place in Santa Clara, which is part of the San Francisco Bay Area.",baseline,0.9421,False,0.6392,False,-1.0,squad,cross-encoder/ms-marco-MiniLM-L-12-v2
What city did Super Bowl 50 take place in?,Santa Clara, San Francisco Bay Area,hcpc_v1,0.4784,True,0.6284,False,-1.0,squad,cross-encoder/ms-marco-MiniLM-L-12-v2
What city did Super Bowl 50 take place in?,Santa Clara," The Super Bowl 50 took place in Santa Clara, which is part of the San Francisco Bay Area.",hcpc_v2,0.9421,False,0.6392,False,0.6083,squad,cross-encoder/ms-marco-MiniLM-L-12-v2
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L, Super Bowl 50 would have been called Super Bowl L if Roman numerals were used.,baseline,0.5328,False,0.5327,False,-1.0,squad,cross-encoder/ms-marco-MiniLM-L-12-v2
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L, I cannot find this information in the provided context. The context does not mention or imply anything about what Super Bowl 50 would have been called if Roman numerals had been used instead of Arabic numerals.,hcpc_v1,0.569,False,0.6741,False,-1.0,squad,cross-encoder/ms-marco-MiniLM-L-12-v2
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L, Super Bowl 50 would have been called Super Bowl L if Roman numerals were used.,hcpc_v2,0.5328,False,0.5327,True,0.5184,squad,cross-encoder/ms-marco-MiniLM-L-12-v2
Super Bowl 50 decided the NFL champion for what season?,2015, The Super Bowl 50 decided the NFL champion for the 2015 season.,baseline,0.6644,False,0.6341,False,-1.0,squad,cross-encoder/ms-marco-MiniLM-L-12-v2
Super Bowl 50 decided the NFL champion for what season?,2015, The Super Bowl 50 decided the NFL champion for the 2015 season.,hcpc_v1,0.6644,False,0.6279,False,-1.0,squad,cross-encoder/ms-marco-MiniLM-L-12-v2
Super Bowl 50 decided the NFL champion for what season?,2015, The Super Bowl 50 decided the NFL champion for the 2015 season.,hcpc_v2,0.6644,False,0.6341,False,0.4842,squad,cross-encoder/ms-marco-MiniLM-L-12-v2
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015," The provided context does not specify the exact year when the Denver Broncos secured a Super Bowl title for the third time. However, it is implied that this event happened in Super Bowl 50, which was held in 2016.",baseline,0.795,False,0.6795,False,-1.0,squad,cross-encoder/ms-marco-MiniLM-L-12-v2
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015," I cannot find the specific year of the Super Bowl title won by the Denver Broncos in the provided context. However, it is known that they won their third Super Bowl in 2015, as they secured a victory in Super Bowl 50.",hcpc_v1,0.7172,False,0.6972,False,-1.0,squad,cross-encoder/ms-marco-MiniLM-L-12-v2
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015," The provided context does not specify the exact year when the Denver Broncos secured a Super Bowl title for the third time, but it implies that the event happened after their AFC Championship Game victory in 2015 (Super Bowl 50) and before their second Super Bowl appearance in 1995. Therefore, the third Super Bowl win for the Denver Broncos occurred between 1995 and 2015.",hcpc_v2,0.7325,False,0.6795,False,0.6115,squad,cross-encoder/ms-marco-MiniLM-L-12-v2
What city did Super Bowl 50 take place in?,Santa Clara," The Super Bowl 50 took place in Santa Clara, which is part of the San Francisco Bay Area.",baseline,0.9421,False,0.6392,False,-1.0,squad,cross-encoder/ms-marco-MiniLM-L-12-v2
What city did Super Bowl 50 take place in?,Santa Clara, San Francisco Bay Area,hcpc_v1,0.4784,True,0.6284,False,-1.0,squad,cross-encoder/ms-marco-MiniLM-L-12-v2
What city did Super Bowl 50 take place in?,Santa Clara," The Super Bowl 50 took place in Santa Clara, which is part of the San Francisco Bay Area.",hcpc_v2,0.9421,False,0.6392,False,0.6083,squad,cross-encoder/ms-marco-MiniLM-L-12-v2
What stadium did Super Bowl 50 take place in?,Levi's Stadium, Levi's Stadium,baseline,0.5799,False,0.6693,False,-1.0,squad,cross-encoder/ms-marco-MiniLM-L-12-v2
What stadium did Super Bowl 50 take place in?,Levi's Stadium," I cannot find this information in the provided context. The context does mention that the San Francisco Bay Area last hosted a Super Bowl (Super Bowl XIX) at Stanford Stadium, but it doesn't specify where Super Bowl 50 took place.",hcpc_v1,0.5366,False,0.6331,False,-1.0,squad,cross-encoder/ms-marco-MiniLM-L-12-v2
What stadium did Super Bowl 50 take place in?,Levi's Stadium, Levi's Stadium,hcpc_v2,0.5799,False,0.6693,False,0.6083,squad,cross-encoder/ms-marco-MiniLM-L-12-v2
What was the final score of Super Bowl 50? ,24–10," The final score of Super Bowl 50 was 24–10, with the American Football Conference (AFC) champion Denver Broncos defeating the National Football Conference (NFC) champion Carolina Panthers.",baseline,0.8695,False,0.584,False,-1.0,squad,cross-encoder/ms-marco-MiniLM-L-12-v2
What was the final score of Super Bowl 50? ,24–10, I cannot find this information in the provided context. The context only mentions that the Broncos won Super Bowl 50 but does not provide the final score.,hcpc_v1,0.5817,False,0.562,False,-1.0,squad,cross-encoder/ms-marco-MiniLM-L-12-v2
What was the final score of Super Bowl 50? ,24–10," The final score of Super Bowl 50 was 24–10, with the American Football Conference (AFC) champion Denver Broncos defeating the National Football Conference (NFC) champion Carolina Panthers.",hcpc_v2,0.8695,False,0.584,True,0.5147,squad,cross-encoder/ms-marco-MiniLM-L-12-v2
"What month, day and year did Super Bowl 50 take place? ","February 7, 2016"," The Super Bowl 50 took place on February 7, 2016.",baseline,0.945,False,0.625,False,-1.0,squad,cross-encoder/ms-marco-MiniLM-L-12-v2
"What month, day and year did Super Bowl 50 take place? ","February 7, 2016"," The Super Bowl 50 took place on February 1, 2016.",hcpc_v1,0.9364,False,0.6258,False,-1.0,squad,cross-encoder/ms-marco-MiniLM-L-12-v2
"What month, day and year did Super Bowl 50 take place? ","February 7, 2016"," The Super Bowl 50 took place on February 7, 2016.",hcpc_v2,0.945,False,0.625,False,0.5722,squad,cross-encoder/ms-marco-MiniLM-L-12-v2
What year was Super Bowl 50?,2015, The Super Bowl 50 was played in the year 2016.,baseline,0.7056,False,0.6133,False,-1.0,squad,cross-encoder/ms-marco-MiniLM-L-12-v2
What year was Super Bowl 50?,2015," The provided context does not specify the exact year of Super Bowl 50, but since we know it was held in 2015, we can infer that Super Bowl 50 took place in the year 2015.",hcpc_v1,0.9387,False,0.6094,False,-1.0,squad,cross-encoder/ms-marco-MiniLM-L-12-v2
What year was Super Bowl 50?,2015, The Super Bowl 50 was played in the year 2016.,hcpc_v2,0.7056,False,0.6133,False,0.5294,squad,cross-encoder/ms-marco-MiniLM-L-12-v2
What team was the AFC champion?,Denver Broncos, The Denver Broncos were the AFC champion.,baseline,0.6101,False,0.5751,False,-1.0,squad,cross-encoder/ms-marco-MiniLM-L-12-v2
What team was the AFC champion?,Denver Broncos, The AFC champion was the Denver Broncos.,hcpc_v1,0.7995,False,0.6233,False,-1.0,squad,cross-encoder/ms-marco-MiniLM-L-12-v2
What team was the AFC champion?,Denver Broncos, The Denver Broncos were the AFC champion.,hcpc_v2,0.6101,False,0.5751,False,0.5132,squad,cross-encoder/ms-marco-MiniLM-L-12-v2
What team was the NFC champion?,Carolina Panthers, The NFC champion was the Carolina Panthers.,baseline,0.806,False,0.6039,False,-1.0,squad,cross-encoder/ms-marco-MiniLM-L-12-v2
What team was the NFC champion?,Carolina Panthers," The NFC champion, as stated in the provided context, is the Carolina Panthers.",hcpc_v1,0.9481,False,0.6636,False,-1.0,squad,cross-encoder/ms-marco-MiniLM-L-12-v2
What team was the NFC champion?,Carolina Panthers, The NFC champion was the Carolina Panthers.,hcpc_v2,0.806,False,0.6039,False,0.552,squad,cross-encoder/ms-marco-MiniLM-L-12-v2
Who won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,baseline,0.9247,False,0.6268,False,-1.0,squad,cross-encoder/ms-marco-MiniLM-L-12-v2
Who won Super Bowl 50?,Denver Broncos," The context does not specify who won Super Bowl 50, but it implies that the team that took an early lead and never trailed (the Broncos) might have been the winning team. However, without further information, I cannot confirm this.",hcpc_v1,0.7306,False,0.5921,False,-1.0,squad,cross-encoder/ms-marco-MiniLM-L-12-v2
Who won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,hcpc_v2,0.9247,False,0.6246,True,0.5701,squad,cross-encoder/ms-marco-MiniLM-L-12-v2
Super Bowl 50 determined the NFL champion for what season?,2015, The Super Bowl 50 determined the NFL champion for the 2015 season.,baseline,0.6757,False,0.6236,False,-1.0,squad,cross-encoder/ms-marco-MiniLM-L-12-v2
Super Bowl 50 determined the NFL champion for what season?,2015, The Super Bowl 50 determined the NFL champion for the 2015 season.,hcpc_v1,0.6757,False,0.6186,False,-1.0,squad,cross-encoder/ms-marco-MiniLM-L-12-v2
Super Bowl 50 determined the NFL champion for what season?,2015, The Super Bowl 50 determined the NFL champion for the 2015 season.,hcpc_v2,0.6757,False,0.6236,False,0.4842,squad,cross-encoder/ms-marco-MiniLM-L-12-v2
Which team won Super Bowl 50.,Denver Broncos, The Denver Broncos won Super Bowl 50.,baseline,0.9247,False,0.6228,False,-1.0,squad,cross-encoder/ms-marco-MiniLM-L-12-v2
Which team won Super Bowl 50.,Denver Broncos, The Broncos won Super Bowl 50.,hcpc_v1,0.8937,False,0.6155,False,-1.0,squad,cross-encoder/ms-marco-MiniLM-L-12-v2
Which team won Super Bowl 50.,Denver Broncos, The Denver Broncos won Super Bowl 50.,hcpc_v2,0.9247,False,0.6228,False,0.5701,squad,cross-encoder/ms-marco-MiniLM-L-12-v2
Where was Super Bowl 50 held?,"Santa Clara, California."," Super Bowl 50 was held at Levi's Stadium in Santa Clara, California.",baseline,0.9411,False,0.6592,False,-1.0,squad,cross-encoder/ms-marco-MiniLM-L-12-v2
Where was Super Bowl 50 held?,"Santa Clara, California."," The provided context does not specify the exact location of Super Bowl 50, but it states that it was the first Super Bowl held in the San Francisco Bay Area since Super Bowl XIX in 1985. However, it also mentions renovations to a stadium in Miami, which could imply that Super Bowl 50 was not held there. Without more context or clarification, I cannot definitively say where Super Bowl 50 was held based on the provided information alone.",hcpc_v1,0.5437,False,0.6366,False,-1.0,squad,cross-encoder/ms-marco-MiniLM-L-12-v2
Where was Super Bowl 50 held?,"Santa Clara, California."," Super Bowl 50 was held at Levi's Stadium in Santa Clara, California.",hcpc_v2,0.9411,False,0.6592,False,0.6083,squad,cross-encoder/ms-marco-MiniLM-L-12-v2
The name of the NFL championship game is?,Super Bowl, Super Bowl 50,baseline,0.6293,False,0.5081,False,-1.0,squad,cross-encoder/ms-marco-MiniLM-L-12-v2
The name of the NFL championship game is?,Super Bowl," I cannot find the name of the NFL championship game in the provided context. However, it is typically referred to as the Super Bowl.",hcpc_v1,0.6756,False,0.5113,False,-1.0,squad,cross-encoder/ms-marco-MiniLM-L-12-v2
The name of the NFL championship game is?,Super Bowl, Super Bowl 50,hcpc_v2,0.6293,False,0.5081,True,0.5192,squad,cross-encoder/ms-marco-MiniLM-L-12-v2
What 2015 NFL team one the AFC playoff?,Denver Broncos, The Denver Broncos,baseline,0.6985,False,0.5456,False,-1.0,squad,cross-encoder/ms-marco-MiniLM-L-12-v2
What 2015 NFL team one the AFC playoff?,Denver Broncos," The provided context does not specify which team won Super Bowl 50, but it states that the Broncos defeated the New England Patriots in the AFC Championship Game, which means they advanced to the Super Bowl. Therefore, if the Broncos went on to win Super Bowl 50, they would have been the AFC playoff champions for the 2015 season. However, the context does not provide enough information to confirm whether or not the Broncos actually won Super Bowl 50.",hcpc_v1,0.552,False,0.5624,False,-1.0,squad,cross-encoder/ms-marco-MiniLM-L-12-v2
What 2015 NFL team one the AFC playoff?,Denver Broncos, The Denver Broncos,hcpc_v2,0.6985,False,0.5456,False,0.5132,squad,cross-encoder/ms-marco-MiniLM-L-12-v2
Which NFL team represented the AFC at Super Bowl 50?,Denver Broncos, The Denver Broncos represented the AFC at Super Bowl 50.,baseline,0.7354,False,0.6027,False,-1.0,squad,BAAI/bge-reranker-base
Which NFL team represented the AFC at Super Bowl 50?,Denver Broncos, The NFL team that represented the AFC at Super Bowl 50 was the Denver Broncos.,hcpc_v1,0.8579,False,0.6602,False,-1.0,squad,BAAI/bge-reranker-base
Which NFL team represented the AFC at Super Bowl 50?,Denver Broncos, The Denver Broncos represented the AFC at Super Bowl 50.,hcpc_v2,0.7354,False,0.6027,False,0.5463,squad,BAAI/bge-reranker-base
