condition,question,ground_truth,answer,faithfulness_score,is_hallucination,mean_retrieval_similarity,latency_s,dataset
hcpc_v2,Has Stefan Edberg won more events than  Édouard Roger-Vasselin?,yes, I cannot find this information in the provided context as there is no mention of Édouard Roger-Vasselin or his career achievements.,0.398,True,0.5402,1.47,hotpotqa
crag,Has Stefan Edberg won more events than  Édouard Roger-Vasselin?,yes, I cannot find this information in the provided context as it does not mention Édouard Roger-Vasselin or his career achievements.,0.4745,True,0.5911,1.3,hotpotqa
selfrag,Has Stefan Edberg won more events than  Édouard Roger-Vasselin?,yes,Ed berg and Be cker al so form the only Sw ed ish te ams in Gr and Sl ams .   </s>,0.556,False,0.5402,5.95,hotpotqa
baseline," Jason Regler, stated that he had the idea for the flashing wristbands during a song built around which instrument ?",an organ, I cannot find this information in the provided context. The context does not mention any song played on an instrument.,0.7033,False,0.306,1.42,hotpotqa
hcpc_v1," Jason Regler, stated that he had the idea for the flashing wristbands during a song built around which instrument ?",an organ, I cannot find this information in the provided context. The context does not mention any specific instrument related to the Coldplay concert where Jason Regler got his idea for the flashing wristbands.,0.6854,False,0.5093,1.53,hotpotqa
hcpc_v2," Jason Regler, stated that he had the idea for the flashing wristbands during a song built around which instrument ?",an organ, I cannot find this information in the provided context. The context does not mention any song played on an instrument.,0.7033,False,0.3044,1.38,hotpotqa
crag," Jason Regler, stated that he had the idea for the flashing wristbands during a song built around which instrument ?",an organ, I cannot find this information in the provided context. The context does not mention any song played on an instrument.,0.7033,False,0.306,1.02,hotpotqa
selfrag," Jason Regler, stated that he had the idea for the flashing wristbands during a song built around which instrument ?",an organ,The Mus icians of th  the Mus ée  </s>,0.6884,False,0.306,3.1,hotpotqa
baseline, The Soul of Buddha is a 1918 American silent romance film shot in a borough  that is the western terminus of what?,the George Washington Bridge," I cannot find this information in the provided context. The context does not specify the location where The Soul of Buddha was filmed beyond stating it was shot at the Fox Studio in Fort Lee, New Jersey. However, Fort Lee is a borough located in Bergen County, New Jersey, which is the western terminus of the Henry Hudson Parkway and the Palisades Interstate Parkway.",0.6879,False,0.5201,3.26,hotpotqa
hcpc_v1, The Soul of Buddha is a 1918 American silent romance film shot in a borough  that is the western terminus of what?,the George Washington Bridge," I cannot find this information in the provided context. The context does not specify the location where The Soul of Buddha was filmed beyond stating it was shot at the Fox Studio in Fort Lee, New Jersey. However, Fort Lee is known to be a borough in New Jersey and it is the western terminus of the George Washington Bridge, not a river or any other geographical feature mentioned in the context.",0.6018,False,0.5201,3.12,hotpotqa
hcpc_v2, The Soul of Buddha is a 1918 American silent romance film shot in a borough  that is the western terminus of what?,the George Washington Bridge," I cannot find this information in the provided context. The context does not specify the location where The Soul of Buddha was filmed beyond it being shot at the Fox Studio in Fort Lee, New Jersey. However, it's important to note that Fort Lee is a borough located in Bergen County, New Jersey, which is the western terminus of the Henry Hudson Parkway and the Palisades Interstate Parkway.",0.6044,False,0.5201,3.31,hotpotqa
crag, The Soul of Buddha is a 1918 American silent romance film shot in a borough  that is the western terminus of what?,the George Washington Bridge, I cannot find this information in the provided context. The context does not mention the western terminus of the borough where The Soul of Buddha was shot.,0.567,False,0.7852,1.3,hotpotqa
selfrag, The Soul of Buddha is a 1918 American silent romance film shot in a borough  that is the western terminus of what?,the George Washington Bridge,The film is pres erved in the Ge or get own Comm unity Col le c et ion .  </s>,0.661,False,0.5201,4.64,hotpotqa
baseline,"Which ""Blackzilians"" fighter is currently competing in the Middleweight division of Ultimate Fighting Championship?",Vitor Belfort, I cannot find this information in the provided context as it does not mention any Blackzilians fighters currently competing in the Middleweight division of the Ultimate Fighting Championship.,0.4797,True,0.6205,1.61,hotpotqa
hcpc_v1,"Which ""Blackzilians"" fighter is currently competing in the Middleweight division of Ultimate Fighting Championship?",Vitor Belfort," I cannot find information about any Blackzilians fighter competing in the Middleweight division of the Ultimate Fighting Championship (UFC) in the provided context. However, it mentions that Kelvin Gastelum is currently competing as a middleweight and is ranked #8 in the UFC official middleweight rankings, but there's no indication that he was part of the Blackzilians team. As for Ronny Markes, who is also mentioned in the context, he competes in the Light Heavyweight division.",0.583,False,0.6004,3.96,hotpotqa
hcpc_v2,"Which ""Blackzilians"" fighter is currently competing in the Middleweight division of Ultimate Fighting Championship?",Vitor Belfort, I cannot find this information in the provided context as it does not mention any Blackzilians fighters currently competing in the Middleweight division of the Ultimate Fighting Championship.,0.4797,True,0.6205,1.52,hotpotqa
crag,"Which ""Blackzilians"" fighter is currently competing in the Middleweight division of Ultimate Fighting Championship?",Vitor Belfort," I cannot find this information in the provided context as neither Rashad Evans, Vitor Belfort, Eddie Alvarez, Kelvin Gastelum, nor Samuel Alvey are confirmed to have been part of The Blackzilians team while competing in the Middleweight division of Ultimate Fighting Championship.",0.4808,True,0.6205,2.55,hotpotqa
selfrag,"Which ""Blackzilians"" fighter is currently competing in the Middleweight division of Ultimate Fighting Championship?",Vitor Belfort,He is cur re nt ly com pe ating in U FC on D ana White ' s Cont ender Series .  </s>,0.4336,True,0.6205,5.75,hotpotqa
baseline,"Were was the Mexican state after which there is Villa Unión, Sinaloa located? ",tip of the Baja California," I cannot find this information in the provided context. The context only mentions the location of Villa Unión in the north-eastern Mexican state of Coahuila, but it does not provide information about the location of the state of Sinaloa.",0.6669,False,0.6416,2.0,hotpotqa
hcpc_v1,"Were was the Mexican state after which there is Villa Unión, Sinaloa located? ",tip of the Baja California," I cannot find this information in the provided context. The context only mentions the location of Villa Unión in the north-eastern Mexican state of Coahuila, but it does not provide the location of the state of Sinaloa.",0.6413,False,0.6416,1.71,hotpotqa
hcpc_v2,"Were was the Mexican state after which there is Villa Unión, Sinaloa located? ",tip of the Baja California," I cannot find this information in the provided context. The context only mentions the location of Villa Unión in the north-eastern Mexican state of Coahuila, but it does not provide any information about the location of the state of Sinaloa.",0.6471,False,0.6416,1.82,hotpotqa
crag,"Were was the Mexican state after which there is Villa Unión, Sinaloa located? ",tip of the Baja California," I cannot find this information in the provided context. The context only mentions the location of Villa Unión in the state of Coahuila, but it does not provide any information about the location of the Mexican state of Sinaloa.",0.6599,False,0.6416,1.78,hotpotqa
selfrag,"Were was the Mexican state after which there is Villa Unión, Sinaloa located? ",tip of the Baja California,V il la Un ión is th ene ighth larg est city in Me ix co .   </s>,0.7208,False,0.6416,4.4,hotpotqa
baseline,"What language, traditionally written with the ancient Libyco-Berber script, is closely related to the Tumzabt and Teggargrent languages?",The Tugurt language," The Berber language, specifically the Tugurt variety, which is also known as Oued Righ Berber and Temacine Tamazight, is traditionally written with the ancient Libyco-Berber script (Tifinagh) and is closely related to the nearby Tumzabt (Mozabite) and Teggargrent (Ouargli) languages.",0.6761,False,0.6682,3.41,hotpotqa
hcpc_v1,"What language, traditionally written with the ancient Libyco-Berber script, is closely related to the Tumzabt and Teggargrent languages?",The Tugurt language," I cannot find information about the relationship between the Tugurt language and the Tumzabt or Teggargrent languages in the provided context. The context only mentions that the Tugurt language is a Zenati Berber variety, but it does not specify its relation to other Berber languages like Tumzabt or Teggargrent.",0.4687,True,0.6576,2.87,hotpotqa
hcpc_v2,"What language, traditionally written with the ancient Libyco-Berber script, is closely related to the Tumzabt and Teggargrent languages?",The Tugurt language," The Berber language, specifically the Tugurt variety, which is also known as Oued Righ Berber and Temacine Tamazight, is traditionally written with the ancient Libyco-Berber script (Tifinagh) and is closely related to the nearby Tumzabt (Mozabite) and Teggargrent (Ouargli) languages.",0.6761,False,0.6682,3.46,hotpotqa
crag,"What language, traditionally written with the ancient Libyco-Berber script, is closely related to the Tumzabt and Teggargrent languages?",The Tugurt language," The Berber language, specifically the Tugurt variety, which is also known as Oued Righ Berber and Temacine Tamazight, is traditionally written with the ancient Libyco-Berber script (Tifinagh) and is closely related to the Tumzabt and Teggargrent languages.",0.7512,False,0.6539,2.83,hotpotqa
selfrag,"What language, traditionally written with the ancient Libyco-Berber script, is closely related to the Tumzabt and Teggargrent languages?",The Tugurt language,Th es et w ola eng ua es are clos ely rel at et othe T um za  </s>,0.6107,False,0.6682,5.16,hotpotqa
baseline,Who is the fictional head of a British Secret Service division and for which a one-time missionary was the inspiration for?,Q, I cannot find this information in the provided context. The context does not mention any fictional head of a British Secret Service division or a one-time missionary being an inspiration for such a character.,0.6872,False,0.4942,1.8,hotpotqa
hcpc_v1,Who is the fictional head of a British Secret Service division and for which a one-time missionary was the inspiration for?,Q, I cannot find this information in the provided context. The context does not provide details about a fictional head of a British Secret Service division or any connection to a one-time missionary.,0.5155,False,0.4962,1.54,hotpotqa
hcpc_v2,Who is the fictional head of a British Secret Service division and for which a one-time missionary was the inspiration for?,Q, I cannot find this information in the provided context. The context does not mention any fictional head of a British Secret Service division or a one-time missionary being an inspiration for such a character.,0.6872,False,0.4878,1.71,hotpotqa
crag,Who is the fictional head of a British Secret Service division and for which a one-time missionary was the inspiration for?,Q, I cannot find this information in the provided context. The context does not mention any fictional characters or individuals inspired by a missionary.,0.6771,False,0.4994,1.08,hotpotqa
selfrag,Who is the fictional head of a British Secret Service division and for which a one-time missionary was the inspiration for?,Q,The film is based on th et w ore al st ories .  </s>,0.6647,False,0.4942,3.89,hotpotqa
baseline,Phillip Pullman's book set in a parallel universe featuring a character named Lyra Belacqua was put into audio in what year?,2002, I cannot find the specific year when Philip Pullman's book set in a parallel universe featuring Lyra Belacqua was put into audio format in the provided context.,0.5569,False,0.6067,1.72,hotpotqa
hcpc_v1,Phillip Pullman's book set in a parallel universe featuring a character named Lyra Belacqua was put into audio in what year?,2002," I cannot find this specific information about when Philip Pullman's ""Lyra's Oxford"" was put into audio format in the provided context.",0.6646,False,0.6508,1.2,hotpotqa
hcpc_v2,Phillip Pullman's book set in a parallel universe featuring a character named Lyra Belacqua was put into audio in what year?,2002, I cannot find the specific year when Philip Pullman's book set in a parallel universe featuring Lyra Belacqua was put into audio format in the provided context.,0.5569,False,0.6067,1.55,hotpotqa
crag,Phillip Pullman's book set in a parallel universe featuring a character named Lyra Belacqua was put into audio in what year?,2002, I cannot find the specific year when Philip Pullman's book set in a parallel universe featuring Lyra Belacqua was put into audio format in the provided context.,0.5569,False,0.6152,1.6,hotpotqa
selfrag,Phillip Pullman's book set in a parallel universe featuring a character named Lyra Belacqua was put into audio in what year?,2002,"The bo oke x pl ores L y ra ' s j our ney to find the f ount ain of « ▁truth ▁», and the f ight ag ain st the D ark Mat ri als .  </s>",0.4052,True,0.6067,9.18,hotpotqa
baseline,Who directed the second film in a British series of action comedy film parodying the James Bond secret agent genre with comedy similar to Rowan Atkinson's Mr. Bean character?,Oliver Parker," I cannot find this information in the provided context as it only mentions the directors for the first and original Johnny English film, not the second one.",0.5051,False,0.6703,1.57,hotpotqa
hcpc_v1,Who directed the second film in a British series of action comedy film parodying the James Bond secret agent genre with comedy similar to Rowan Atkinson's Mr. Bean character?,Oliver Parker, I cannot find this information in the provided context. The context does not mention who directed the second film in the Johnny English series.,0.7217,False,0.7085,1.04,hotpotqa
hcpc_v2,Who directed the second film in a British series of action comedy film parodying the James Bond secret agent genre with comedy similar to Rowan Atkinson's Mr. Bean character?,Oliver Parker," I cannot find this information in the provided context as it only discusses the first and third films, not the second one.",0.4855,True,0.6703,1.15,hotpotqa
crag,Who directed the second film in a British series of action comedy film parodying the James Bond secret agent genre with comedy similar to Rowan Atkinson's Mr. Bean character?,Oliver Parker, I cannot find information about the director for the second film in the Johnny English series in the provided context.,0.6867,False,0.6431,1.06,hotpotqa
selfrag,Who directed the second film in a British series of action comedy film parodying the James Bond secret agent genre with comedy similar to Rowan Atkinson's Mr. Bean character?,Oliver Parker,#  </s>,1.0,False,0.6703,1.17,hotpotqa
baseline,George Gershwin is an American Composer and Judith Weir is a composer from which country?,a British composer, I cannot find information about Judith Weir in the provided context.,0.564,False,0.6711,0.86,hotpotqa
hcpc_v1,George Gershwin is an American Composer and Judith Weir is a composer from which country?,a British composer, I cannot find information about Judith Weir in the provided context.,0.564,False,0.7026,0.71,hotpotqa
hcpc_v2,George Gershwin is an American Composer and Judith Weir is a composer from which country?,a British composer, I cannot find information about Judith Weir in the provided context.,0.564,False,0.6711,0.79,hotpotqa
crag,George Gershwin is an American Composer and Judith Weir is a composer from which country?,a British composer," I cannot find this information in the provided context. The context only mentions that George Gershwin is an American composer, but it does not provide any information about Judith Weir's nationality.",0.7168,False,0.6896,1.68,hotpotqa
selfrag,George Gershwin is an American Composer and Judith Weir is a composer from which country?,a British composer,Please ind icate which of th et w oc ount ries Ge or ge G er sh win is from .  #  </s>,0.8271,False,0.6711,4.93,hotpotqa
baseline,What Was the name of Juan Manuel Márquez's  WBO champion holding younger brother?,Rafael Márquez, I cannot find the name of Juan Manuel Márquez's younger brother mentioned in the provided context.,0.7526,False,0.5923,1.44,hotpotqa
hcpc_v1,What Was the name of Juan Manuel Márquez's  WBO champion holding younger brother?,Rafael Márquez, I cannot find this information in the provided context. The context does not mention any younger brother of Juan Manuel Márquez who held a WBO championship.,0.7223,False,0.6892,1.36,hotpotqa
hcpc_v2,What Was the name of Juan Manuel Márquez's  WBO champion holding younger brother?,Rafael Márquez, I cannot find the name of Juan Manuel Márquez's younger brother mentioned in the provided context.,0.7526,False,0.5923,1.37,hotpotqa
crag,What Was the name of Juan Manuel Márquez's  WBO champion holding younger brother?,Rafael Márquez, I cannot find the name of Juan Manuel Márquez's younger brother mentioned in the provided context.,0.7526,False,0.6587,1.2,hotpotqa
selfrag,What Was the name of Juan Manuel Márquez's  WBO champion holding younger brother?,Rafael Márquez,He is now ret ired .  </s>,0.3186,True,0.5923,1.64,hotpotqa
baseline,The Running Man Brothers is a South Korean pop duo. Kim Jong-kook is one member and he is from what country?,South Korea," South Korea, according to the provided context about the Running Man Brothers. However, it's important to note that there are two individuals named Kim Jong-kook in the context, one being a pop duo member and the other a baseball player. The context only mentions the pop duo member as being from South Korea.",0.6528,False,0.7425,2.84,hotpotqa
hcpc_v1,The Running Man Brothers is a South Korean pop duo. Kim Jong-kook is one member and he is from what country?,South Korea," I cannot find this information in the provided context regarding which country Kim Jong-kook, who is part of the Running Man Brothers, is from. The context only mentions that he is a South Korean singer, actor, and TV personality, but not his nationality as a second baseman for the Kia Tigers.",0.774,False,0.7366,2.56,hotpotqa
hcpc_v2,The Running Man Brothers is a South Korean pop duo. Kim Jong-kook is one member and he is from what country?,South Korea," South Korea, according to the provided context about the Running Man Brothers. However, it's important to note that there are two individuals named Kim Jong-kook in the context, one being a pop duo member and the other a baseball player. The context only mentions the pop duo member as being from South Korea.",0.6528,False,0.7425,2.67,hotpotqa
crag,The Running Man Brothers is a South Korean pop duo. Kim Jong-kook is one member and he is from what country?,South Korea," South Korea, according to the provided context about the Running Man Brothers. However, there are two different individuals named Kim Jong-kook in the context, one being a pop duo member and the other a baseball player. Without additional information, it's not possible to determine which specific Kim Jong-kook is being referred to in the question.",0.4687,True,0.7652,2.91,hotpotqa
selfrag,The Running Man Brothers is a South Korean pop duo. Kim Jong-kook is one member and he is from what country?,South Korea,He is fr m what co unt ry ?  </s>,0.8484,False,0.7425,2.7,hotpotqa
baseline,Ruddles Brewery is owned by a pub retailer and brewer based in what city?,Bury St Edmunds," Bury St Edmunds, Suffolk, England.",0.4787,True,0.6521,0.78,hotpotqa
hcpc_v1,Ruddles Brewery is owned by a pub retailer and brewer based in what city?,Bury St Edmunds," Bury St Edmunds, Suffolk, England.",0.4787,True,0.6521,0.49,hotpotqa
hcpc_v2,Ruddles Brewery is owned by a pub retailer and brewer based in what city?,Bury St Edmunds," Bury St Edmunds, Suffolk, England.",0.4787,True,0.6521,0.5,hotpotqa
crag,Ruddles Brewery is owned by a pub retailer and brewer based in what city?,Bury St Edmunds," Bury St Edmunds, Suffolk, England.",0.4787,True,0.6487,0.69,hotpotqa
selfrag,Ruddles Brewery is owned by a pub retailer and brewer based in what city?,Bury St Edmunds,"I h aven ' t be en , but I he ar it ' s good !  </s>",0.3731,True,0.6521,4.29,hotpotqa
baseline,The creator of the Lisa Simpson character was born in what year?,1954," I cannot find this information in the provided context. The context only mentions that Matt Groening created and designed Lisa Simpson, but it does not provide any details about his birth year.",0.4778,True,0.7129,1.88,hotpotqa
hcpc_v1,The creator of the Lisa Simpson character was born in what year?,1954, I cannot find this information in the provided context. The context does not mention who created the Lisa Simpson character.,0.732,False,0.7148,0.9,hotpotqa
hcpc_v2,The creator of the Lisa Simpson character was born in what year?,1954," I cannot find this information in the provided context. The context only mentions that Matt Groening created and designed Lisa Simpson, but it does not provide any details about his birth year.",0.4778,True,0.7129,1.71,hotpotqa
crag,The creator of the Lisa Simpson character was born in what year?,1954, I cannot find this information in the provided context. The context does not mention who created the Lisa Simpson character.,0.732,False,0.7233,1.08,hotpotqa
selfrag,The creator of the Lisa Simpson character was born in what year?,1954,"The ep is ode is part ly based on "" The Sim ps ons "" short "" The T racy U ll man Show "" and rew ritten by J im Be aver .  </s>",0.4882,True,0.7129,8.78,hotpotqa
baseline,Where is the international airport which Eagle Aviation wet lease operations were based in located ,France., The context does not provide information about where Eagle Aviation's wet lease operations were based outside of Paris at Charles de Gaulle Airport.,0.527,False,0.5886,1.64,hotpotqa
hcpc_v1,Where is the international airport which Eagle Aviation wet lease operations were based in located ,France.," I cannot find this information in the provided context. The context only mentions that Eagle Aviation's wet lease operations were based in Paris at Charles de Gaulle Airport, but it does not specify the exact location of this airport.",0.6412,False,0.5733,1.82,hotpotqa
hcpc_v2,Where is the international airport which Eagle Aviation wet lease operations were based in located ,France.," The context does not provide information about where Eagle Aviation's wet lease operations were based outside of Paris, Charles de Gaulle Airport.",0.5388,False,0.5902,1.51,hotpotqa
crag,Where is the international airport which Eagle Aviation wet lease operations were based in located ,France.," The international airport where Eagle Aviation's wet lease operations were based is located in Paris, specifically at Charles de Gaulle Airport.",0.642,False,0.7337,1.11,hotpotqa
selfrag,Where is the international airport which Eagle Aviation wet lease operations were based in located ,France.,A via it on .   </s>,0.7309,False,0.5886,2.58,hotpotqa
baseline,What occupation was shared by David Yates and Pietro Germi?,director," Both David Yates and Pietro Germi were directors. However, it's important to note that they worked at different times and in different countries. Pietro Germi was an Italian director active from the 1940s to the 1970s, while information about David Yates' career as a director is only mentioned as starting in the 1960s, but no specific decade or year range is provided for his activity as a director.",0.5623,False,0.449,3.73,hotpotqa
hcpc_v1,What occupation was shared by David Yates and Pietro Germi?,director," Both David Yates and Pietro Germi shared the occupation of being a director, as stated in the provided context for Pietro Germi, and it is implied for David Yates through his career as a filmmaker.",0.9073,False,0.4846,1.76,hotpotqa
hcpc_v2,What occupation was shared by David Yates and Pietro Germi?,director," Both David Yates and Pietro Germi were directors. However, it's important to note that they worked at different times and in different countries. Pietro Germi was an Italian director active from the 1940s to the 1970s, while information about David Yates' career as a director is only mentioned as starting in the 1960s, but no specific decade is given for his entire career.",0.6123,False,0.449,3.56,hotpotqa
crag,What occupation was shared by David Yates and Pietro Germi?,director," I cannot find that David Yates and Pietro Germi shared the same occupation in the provided context. The context only mentions Pietro Germi as an actor, screenwriter, and director, while it only mentions David Yates as a filmmaker without specifying his exact occupation.",0.3572,True,0.5197,2.29,hotpotqa
selfrag,What occupation was shared by David Yates and Pietro Germi?,director,He is now ret ired .   </s>,0.3186,True,0.449,2.25,hotpotqa
