condition,question,ground_truth,answer,faithfulness_score,is_hallucination,retrieval_latency_ms,generation_latency_ms,total_latency_ms,indexing_cost_note,dataset,model,base_index_s,raptor_index_s
hcpc_v2,Who is the quarterback for the Panthers?,Cam Newton, Cam Newton,1.0,False,37.604,769.686,807.289,,squad,mistral,8.01,175.354
crag,Who is the quarterback for the Panthers?,Cam Newton, Cam Newton,1.0,False,49.066,617.708,666.775,,squad,mistral,8.01,175.354
raptor_2l,Who is the quarterback for the Panthers?,Cam Newton, Cam Newton,1.0,False,8.072,923.799,931.871,,squad,mistral,8.01,175.354
hcpc_v2,Who did Carolina beat in the NFC championship game?,Arizona Cardinals, The Carolina Panthers beat the Arizona Cardinals in the NFC Championship Game.,0.9783,False,60.943,1422.92,1483.863,,squad,mistral,8.01,175.354
crag,Who did Carolina beat in the NFC championship game?,Arizona Cardinals, The Carolina Panthers beat the Arizona Cardinals in the NFC Championship Game.,0.9783,False,30.077,810.117,840.193,,squad,mistral,8.01,175.354
raptor_2l,Who did Carolina beat in the NFC championship game?,Arizona Cardinals, The Carolina Panthers beat the Arizona Cardinals in the NFC Championship Game.,0.9783,False,7.65,1440.464,1448.114,,squad,mistral,8.01,175.354
hcpc_v2,How many times have the Panthers been in the Super Bowl?,2," The Carolina Panthers have been in the Super Bowl twice, according to the provided context. Their first appearance was in Super Bowl XXXVIII and their second appearance was in Super Bowl 50.",0.4617,True,35.663,2455.168,2490.832,,squad,mistral,8.01,175.354
crag,How many times have the Panthers been in the Super Bowl?,2," The Panthers have been in the Super Bowl twice, according to the provided context.",0.6263,False,39.368,966.295,1005.663,,squad,mistral,8.01,175.354
raptor_2l,How many times have the Panthers been in the Super Bowl?,2," The Carolina Panthers have been in the Super Bowl twice, as stated in the context: ""The Panthers made their second Super Bowl appearance in franchise history, their other appearance being Super Bowl XXXVIII.""",0.4344,True,7.707,2535.492,2543.199,,squad,mistral,8.01,175.354
hcpc_v2,Who did Denver beat in the AFC championship?,New England Patriots, The Denver Broncos beat the New England Patriots in the AFC Championship Game.,0.9658,False,57.278,1160.334,1217.612,,squad,mistral,8.01,175.354
crag,Who did Denver beat in the AFC championship?,New England Patriots," I cannot find this information in the provided context. The context only mentions that Denver beat the New England Patriots, but it doesn't specify the game as the AFC Championship.",0.5696,False,37.377,1957.276,1994.653,,squad,mistral,8.01,175.354
raptor_2l,Who did Denver beat in the AFC championship?,New England Patriots, The Denver Broncos beat the New England Patriots in the AFC Championship Game.,0.9658,False,8.291,1326.272,1334.562,,squad,mistral,8.01,175.354
hcpc_v2,Who was the Most Valuable Player for the 2015 NFL season?,Cam Newton," The Most Valuable Player for the 2015 NFL season, according to the provided context, was Cam Newton from the Panthers.",0.8421,False,35.232,2025.093,2060.324,,squad,mistral,8.01,175.354
crag,Who was the Most Valuable Player for the 2015 NFL season?,Cam Newton, Cam Newton,1.0,False,31.937,314.962,346.899,,squad,mistral,8.01,175.354
raptor_2l,Who was the Most Valuable Player for the 2015 NFL season?,Cam Newton, Cam Newton was the Most Valuable Player for the 2015 NFL season.,0.7265,False,8.232,1775.287,1783.519,,squad,mistral,8.01,175.354
hcpc_v2,Who did Denver beat in the 2015 AFC Championship game?,New England Patriots, The Denver Broncos beat the New England Patriots in the 2015 AFC Championship game.,0.9593,False,35.314,1344.596,1379.91,,squad,mistral,8.01,175.354
crag,Who did Denver beat in the 2015 AFC Championship game?,New England Patriots," The provided context does not mention which team Denver beat in the 2015 AFC Championship game, only that they defeated the New England Patriots. However, the score (20–18) and the information about intercepting a pass on New England's 2-point conversion attempt with 17 seconds left suggest that it was indeed the New England Patriots.",0.6769,False,39.173,3587.767,3626.94,,squad,mistral,8.01,175.354
raptor_2l,Who did Denver beat in the 2015 AFC Championship game?,New England Patriots, The Denver Broncos beat the New England Patriots in the 2015 AFC Championship Game.,0.9649,False,7.432,1505.91,1513.342,,squad,mistral,8.01,175.354
hcpc_v2,Who did the Carolina Panthers beat in the 2015 NFC Championship game?,Arizona Cardinals," The Carolina Panthers beat the Arizona Cardinals in the 2015 NFC Championship game, as stated in the provided context.",0.9734,False,53.808,1756.994,1810.803,,squad,mistral,8.01,175.354
crag,Who did the Carolina Panthers beat in the 2015 NFC Championship game?,Arizona Cardinals," The Carolina Panthers beat the Arizona Cardinals in the 2015 NFC Championship game, as stated in the provided context.",0.9734,False,47.978,1363.049,1411.027,,squad,mistral,8.01,175.354
raptor_2l,Who did the Carolina Panthers beat in the 2015 NFC Championship game?,Arizona Cardinals," I cannot find this information in the provided context. However, it is known that the Carolina Panthers reached the NFC Championship Game in the 2015 season and they defeated the Arizona Cardinals with a score of 49–15.",0.6194,False,8.176,2586.562,2594.738,,squad,mistral,8.01,175.354
hcpc_v2,Who was the 2015 NFL MVP?,Cam Newton, Cam Newton,1.0,False,61.397,766.946,828.343,,squad,mistral,8.01,175.354
crag,Who was the 2015 NFL MVP?,Cam Newton, Cam Newton,1.0,False,38.944,221.694,260.638,,squad,mistral,8.01,175.354
raptor_2l,Who was the 2015 NFL MVP?,Cam Newton, Cam Newton,1.0,False,8.56,632.036,640.596,,squad,mistral,8.01,175.354
hcpc_v2,Who did the Panthers beat to become the NFC champs?,Arizona Cardinals, The Carolina Panthers beat the Arizona Cardinals to become the NFC Champs.,0.8411,False,34.094,1234.543,1268.636,,squad,mistral,8.01,175.354
crag,Who did the Panthers beat to become the NFC champs?,Arizona Cardinals, The Panthers beat the Arizona Cardinals to become the NFC champs.,0.9298,False,38.382,865.232,903.613,,squad,mistral,8.01,175.354
raptor_2l,Who did the Panthers beat to become the NFC champs?,Arizona Cardinals," I cannot find this information in the provided context. The context only mentions that the Carolina Panthers won the NFC Championship Game, but it does not specify who they played against or the score of that game.",0.5559,False,7.884,2386.857,2394.741,,squad,mistral,8.01,175.354
hcpc_v2,What year did the Carolina Panthers form?,1995., I cannot find this information in the provided context. The context does not mention the year when the Carolina Panthers were formed.,0.679,False,55.952,1557.217,1613.169,,squad,mistral,8.01,175.354
crag,What year did the Carolina Panthers form?,1995., I cannot find this information in the provided context. The context does not mention the year when the Carolina Panthers were formed.,0.679,False,39.781,1252.289,1292.069,,squad,mistral,8.01,175.354
raptor_2l,What year did the Carolina Panthers form?,1995., I cannot find this information in the provided context. The context does not mention the year when the Carolina Panthers were formed.,0.679,False,7.462,1566.951,1574.412,,squad,mistral,8.01,175.354
hcpc_v2,Who was the Super Bowl 50 MVP?,Von Miller, Denver linebacker Von Miller,0.6219,False,29.911,729.728,759.639,,squad,mistral,8.01,175.354
crag,Who was the Super Bowl 50 MVP?,Von Miller, Denver linebacker Von Miller was named Super Bowl 50 MVP.,0.7507,False,45.257,739.168,784.425,,squad,mistral,8.01,175.354
raptor_2l,Who was the Super Bowl 50 MVP?,Von Miller, Von Miller,1.0,False,8.063,502.882,510.946,,squad,mistral,8.01,175.354
hcpc_v2,How many fumbles did Von Miller force in Super Bowl 50?,2, Von Miller forced 2 fumbles in Super Bowl 50.,0.6629,False,55.624,1022.211,1077.835,,squad,mistral,8.01,175.354
crag,How many fumbles did Von Miller force in Super Bowl 50?,2, 2 fumbles,1.0,False,32.183,291.395,323.578,,squad,mistral,8.01,175.354
raptor_2l,How many fumbles did Von Miller force in Super Bowl 50?,2, Von Miller forced 1 fumble in Super Bowl 50.,0.6327,False,9.047,1184.097,1193.144,,squad,mistral,8.01,175.354
hcpc_v2,Which team held the scoring lead throughout the entire game?,Broncos, The Denver Broncos held the scoring lead throughout the entire game.,0.7598,False,61.641,1306.561,1368.202,,squad,mistral,8.01,175.354
crag,Which team held the scoring lead throughout the entire game?,Broncos, The Denver Broncos held the scoring lead throughout the entire game.,0.7598,False,22.253,796.787,819.04,,squad,mistral,8.01,175.354
raptor_2l,Which team held the scoring lead throughout the entire game?,Broncos, Denver held the scoring lead throughout the entire game.,0.7646,False,7.47,851.841,859.311,,squad,mistral,8.01,175.354
hcpc_v2,Which Denver linebacker was named Super Bowl MVP?,linebacker Von Miller, Von Miller,1.0,False,34.081,635.13,669.211,,squad,mistral,8.01,175.354
crag,Which Denver linebacker was named Super Bowl MVP?,linebacker Von Miller, Von Miller,1.0,False,49.056,372.548,421.604,,squad,mistral,8.01,175.354
raptor_2l,Which Denver linebacker was named Super Bowl MVP?,linebacker Von Miller, Von Miller,1.0,False,7.892,715.462,723.354,,squad,mistral,8.01,175.354
hcpc_v2,How many solo tackles did Von Miller make at Super Bowl 50?,five solo tackles," I cannot find this information in the provided context. The context only mentions that Von Miller was named Super Bowl MVP and had 2½ sacks, two forced fumbles, but it does not specify how many solo tackles he made at Super Bowl 50.",0.5556,False,34.375,2744.559,2778.933,,squad,mistral,8.01,175.354
crag,How many solo tackles did Von Miller make at Super Bowl 50?,five solo tackles," I cannot find this information in the provided context. The context only mentions that Von Miller was named Super Bowl MVP and had five solo tackles, 2½ sacks, and two forced fumbles during Super Bowl 50, but it does not specify how many solo tackles he made at any other games or events.",0.5216,False,39.633,3111.508,3151.141,,squad,mistral,8.01,175.354
raptor_2l,How many solo tackles did Von Miller make at Super Bowl 50?,five solo tackles, Five solo tackles,0.7654,False,11.343,777.631,788.975,,squad,mistral,8.01,175.354
hcpc_v2,Who was limited by Denver's defense?,Newton was limited by Denver's defense," The text does not explicitly state who was limited by Denver's defense other than the Panthers offense. However, it is implied that the Panthers offense struggled to move the ball and score points due to Denver's strong defensive performance.",0.6391,False,54.996,2563.963,2618.96,,squad,mistral,8.01,175.354
crag,Who was limited by Denver's defense?,Newton was limited by Denver's defense," I cannot find information in the provided context about who was limited by Denver's defense. The context only mentions Carolina's defense limiting Denver, but not vice versa.",0.4286,True,29.743,1675.535,1705.278,,squad,mistral,8.01,175.354
raptor_2l,Who was limited by Denver's defense?,Newton was limited by Denver's defense," In the provided context, it is stated that Cam Newton of the Carolina Panthers was limited by the Denver Broncos' defense during Super Bowl 50.",0.8227,False,7.721,1975.516,1983.237,,squad,mistral,8.01,175.354
hcpc_v2,How many times was Cam Newton sacked?,seven," The context mentions two instances where Cam Newton was sacked: once by Von Miller in the first quarter, and once by DeMarcus Ware as time expired in the first half. So, Cam Newton was sacked 2 times according to the provided context.",0.7841,False,58.713,3087.719,3146.432,,squad,mistral,8.01,175.354
crag,How many times was Cam Newton sacked?,seven," The context does not provide information on how many times Cam Newton was sacked, only that he was sacked once and had the ball knocked out during that play.",0.59,False,30.387,1601.079,1631.466,,squad,mistral,8.01,175.354
raptor_2l,How many times was Cam Newton sacked?,seven," In the provided context, it is mentioned that Cam Newton was sacked three times during Super Bowl 50. The first sack occurred with 11 seconds left in the first half, as stated in the second passage. However, the number of sacks he faced during the entire 2015 NFL season is not specified in the context.",0.7249,False,7.694,3867.107,3874.8,,squad,mistral,8.01,175.354
hcpc_v2,Who won the Super Bowl MVP?,Von Miller, Denver linebacker Von Miller was named Super Bowl MVP.,0.7368,False,30.744,1052.632,1083.376,,squad,mistral,8.01,175.354
crag,Who won the Super Bowl MVP?,Von Miller, Denver linebacker Von Miller was named Super Bowl MVP.,0.7368,False,44.45,663.64,708.09,,squad,mistral,8.01,175.354
raptor_2l,Who won the Super Bowl MVP?,Von Miller, Von Miller,1.0,False,8.139,536.208,544.347,,squad,mistral,8.01,175.354
hcpc_v2,How many turnovers did Cam Newton have?,three, One turnover (fumble) was recorded for Cam Newton in the provided context.,0.7215,False,63.54,1570.897,1634.437,,squad,mistral,8.01,175.354
crag,How many turnovers did Cam Newton have?,three, 10 interceptions,0.7278,False,34.949,574.198,609.147,,squad,mistral,8.01,175.354
raptor_2l,How many turnovers did Cam Newton have?,three, Cam Newton had three turnovers in Super Bowl 50.,0.7013,False,8.153,1484.496,1492.649,,squad,mistral,8.01,175.354
hcpc_v2,How many fumbles did Von Miller force?,two, Von Miller forced 2 fumbles according to the provided context.,0.8232,False,38.146,1272.578,1310.724,,squad,mistral,8.01,175.354
crag,How many fumbles did Von Miller force?,two, 2,1.0,False,32.213,209.23,241.443,,squad,mistral,8.01,175.354
