question,ground_truth,answer,condition,faithfulness_score,is_hallucination,mean_retrieval_similarity,refined,ccs,dataset,sub_chunk,model
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015," I cannot find this information in the provided context. The context only mentions that the Denver Broncos won the AFC Championship Game and secured home-field advantage throughout the AFC playoffs, but it does not specify the year they won Super Bowl 50.",hcpc_v1,0.497,True,0.6972,False,-1.0,squad,256,mistral
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015," The provided context does not specify the exact year when the Denver Broncos secured a Super Bowl title for the third time, but it implies that the event happened after the 2015 season as they played in Super Bowl 50. However, to confirm, you would need additional information or context about the Broncos' previous Super Bowl victories.",hcpc_v2,0.6763,False,0.6795,False,0.6115,squad,256,mistral
What city did Super Bowl 50 take place in?,Santa Clara," The Super Bowl 50 took place in Santa Clara, which is part of the San Francisco Bay Area.",baseline,0.9421,False,0.6392,False,-1.0,squad,256,mistral
What city did Super Bowl 50 take place in?,Santa Clara, San Francisco Bay Area,hcpc_v1,0.4784,True,0.6284,False,-1.0,squad,256,mistral
What city did Super Bowl 50 take place in?,Santa Clara," The Super Bowl 50 took place in Santa Clara, which is part of the San Francisco Bay Area.",hcpc_v2,0.9421,False,0.6431,True,0.6083,squad,256,mistral
What stadium did Super Bowl 50 take place in?,Levi's Stadium, Levi's Stadium,baseline,0.5799,False,0.6693,False,-1.0,squad,256,mistral
What stadium did Super Bowl 50 take place in?,Levi's Stadium," I cannot find this information in the provided context. The context only mentions that the San Francisco Bay Area last hosted a Super Bowl in 1985 (Super Bowl XIX), but it does not specify where Super Bowl 50 took place.",hcpc_v1,0.5995,False,0.6331,False,-1.0,squad,256,mistral
What stadium did Super Bowl 50 take place in?,Levi's Stadium, Levi's Stadium,hcpc_v2,0.5799,False,0.6693,False,0.6083,squad,256,mistral
What was the final score of Super Bowl 50? ,24–10," The final score of Super Bowl 50 was 24–10, with the American Football Conference (AFC) champion Denver Broncos defeating the National Football Conference (NFC) champion Carolina Panthers.",baseline,0.8695,False,0.584,False,-1.0,squad,256,mistral
What was the final score of Super Bowl 50? ,24–10, I cannot find this information in the provided context. The context only mentions that the Broncos won Super Bowl 50 but does not provide the final score.,hcpc_v1,0.5817,False,0.562,False,-1.0,squad,256,mistral
What was the final score of Super Bowl 50? ,24–10," The final score of Super Bowl 50 was 24–10, with the American Football Conference (AFC) champion Denver Broncos defeating the National Football Conference (NFC) champion Carolina Panthers.",hcpc_v2,0.8695,False,0.584,True,0.5147,squad,256,mistral
"What month, day and year did Super Bowl 50 take place? ","February 7, 2016"," The Super Bowl 50 took place on February 7, 2016.",baseline,0.945,False,0.625,False,-1.0,squad,256,mistral
"What month, day and year did Super Bowl 50 take place? ","February 7, 2016"," The Super Bowl 50 took place on February 1, 2016.",hcpc_v1,0.9364,False,0.6258,False,-1.0,squad,256,mistral
"What month, day and year did Super Bowl 50 take place? ","February 7, 2016"," The Super Bowl 50 took place on February 7, 2016.",hcpc_v2,0.945,False,0.625,True,0.5722,squad,256,mistral
What year was Super Bowl 50?,2015, The Super Bowl 50 was played in the year 2016.,baseline,0.7056,False,0.6133,False,-1.0,squad,256,mistral
What year was Super Bowl 50?,2015," The provided context does not specify the year of Super Bowl 50, but since we know it was the first Super Bowl held in the San Francisco Bay Area since Super Bowl XIX in 1985 and the first in California since Super Bowl XXXVII took place in 2003, we can infer that Super Bowl 50 occurred after 1985 and before 2003. However, without additional context or information, it's impossible to determine the exact year.",hcpc_v1,0.5029,False,0.6094,False,-1.0,squad,256,mistral
What year was Super Bowl 50?,2015, The Super Bowl 50 was played in the year 2016.,hcpc_v2,0.7056,False,0.6133,False,0.5294,squad,256,mistral
What team was the AFC champion?,Denver Broncos, The Denver Broncos were the AFC champion.,baseline,0.6101,False,0.5751,False,-1.0,squad,256,mistral
What team was the AFC champion?,Denver Broncos, The AFC champion was the Denver Broncos.,hcpc_v1,0.7995,False,0.6233,False,-1.0,squad,256,mistral
What team was the AFC champion?,Denver Broncos, The Denver Broncos were the AFC champion.,hcpc_v2,0.6101,False,0.5751,False,0.5132,squad,256,mistral
What team was the NFC champion?,Carolina Panthers, The NFC champion was the Carolina Panthers.,baseline,0.806,False,0.6039,False,-1.0,squad,256,mistral
What team was the NFC champion?,Carolina Panthers," The NFC champion, as mentioned in the provided context, is the Carolina Panthers.",hcpc_v1,0.9576,False,0.6636,False,-1.0,squad,256,mistral
What team was the NFC champion?,Carolina Panthers, The NFC champion was the Carolina Panthers.,hcpc_v2,0.806,False,0.6039,False,0.552,squad,256,mistral
Who won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,baseline,0.9247,False,0.6268,False,-1.0,squad,256,mistral
Who won Super Bowl 50?,Denver Broncos," The context does not specify who won Super Bowl 50, but it implies that the team that took an early lead and never trailed (the Broncos) might have been the winning team. However, without further information, I cannot confirm this.",hcpc_v1,0.7306,False,0.5921,False,-1.0,squad,256,mistral
Who won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,hcpc_v2,0.9247,False,0.6246,True,0.5701,squad,256,mistral
Super Bowl 50 determined the NFL champion for what season?,2015, The Super Bowl 50 determined the NFL champion for the 2015 season.,baseline,0.6757,False,0.6236,False,-1.0,squad,256,mistral
Super Bowl 50 determined the NFL champion for what season?,2015, The Super Bowl 50 determined the NFL champion for the 2015 season.,hcpc_v1,0.6757,False,0.6186,False,-1.0,squad,256,mistral
Super Bowl 50 determined the NFL champion for what season?,2015, The Super Bowl 50 determined the NFL champion for the 2015 season.,hcpc_v2,0.6757,False,0.6236,True,0.4842,squad,256,mistral
Which team won Super Bowl 50.,Denver Broncos, The Denver Broncos won Super Bowl 50.,baseline,0.9247,False,0.6228,False,-1.0,squad,256,mistral
Which team won Super Bowl 50.,Denver Broncos, The Broncos won Super Bowl 50.,hcpc_v1,0.8937,False,0.6155,False,-1.0,squad,256,mistral
Which team won Super Bowl 50.,Denver Broncos, The Denver Broncos won Super Bowl 50.,hcpc_v2,0.9247,False,0.6228,False,0.5701,squad,256,mistral
Where was Super Bowl 50 held?,"Santa Clara, California."," The Super Bowl 50 was held at Levi's Stadium in Santa Clara, California.",baseline,0.9471,False,0.6592,False,-1.0,squad,256,mistral
Where was Super Bowl 50 held?,"Santa Clara, California."," The provided context does not specify the exact location of Super Bowl 50, but it states that it was the first Super Bowl held in the San Francisco Bay Area since Super Bowl XIX in 1985. However, it also mentions renovations to a stadium in Miami, which could imply that Super Bowl 50 was not held there. Without more specific information, I cannot definitively say where Super Bowl 50 was held based on the context provided.",hcpc_v1,0.5538,False,0.6366,False,-1.0,squad,256,mistral
Where was Super Bowl 50 held?,"Santa Clara, California."," The Super Bowl 50 was held at Levi's Stadium in Santa Clara, California.",hcpc_v2,0.9471,False,0.6592,False,0.6083,squad,256,mistral
The name of the NFL championship game is?,Super Bowl, Super Bowl 50,baseline,0.6293,False,0.5081,False,-1.0,squad,256,mistral
The name of the NFL championship game is?,Super Bowl," I cannot find the name of the NFL championship game in the provided context. However, it is typically referred to as the Super Bowl.",hcpc_v1,0.6756,False,0.5113,False,-1.0,squad,256,mistral
The name of the NFL championship game is?,Super Bowl," The name of the NFL championship game, as mentioned in the provided context, is not explicitly stated. However, it is referred to as Super Bowl 50.",hcpc_v2,0.5575,False,0.5081,True,0.5192,squad,256,mistral
What 2015 NFL team one the AFC playoff?,Denver Broncos, The Denver Broncos,baseline,0.6985,False,0.5456,False,-1.0,squad,256,mistral
What 2015 NFL team one the AFC playoff?,Denver Broncos," The provided context does not specify which 2015 NFL team won the AFC Championship Game and advanced to Super Bowl 50. However, it is implied that the team in question is the Denver Broncos, as they defeated the New England Patriots in the AFC Championship Game and earned home-field advantage throughout the AFC playoffs.",hcpc_v1,0.8494,False,0.5624,False,-1.0,squad,256,mistral
What 2015 NFL team one the AFC playoff?,Denver Broncos, The Denver Broncos,hcpc_v2,0.6985,False,0.5456,False,0.5132,squad,256,mistral
Which NFL team represented the AFC at Super Bowl 50?,Denver Broncos, The Denver Broncos represented the AFC at Super Bowl 50.,baseline,0.7354,False,0.6027,False,-1.0,squad,512,mistral
Which NFL team represented the AFC at Super Bowl 50?,Denver Broncos, The NFL team that represented the AFC at Super Bowl 50 was the Denver Broncos.,hcpc_v1,0.8579,False,0.6655,False,-1.0,squad,512,mistral
Which NFL team represented the AFC at Super Bowl 50?,Denver Broncos, The Denver Broncos represented the AFC at Super Bowl 50.,hcpc_v2,0.7354,False,0.6025,True,0.5463,squad,512,mistral
Which NFL team represented the NFC at Super Bowl 50?,Carolina Panthers, The NFL team that represented the NFC at Super Bowl 50 was the Carolina Panthers.,baseline,0.8891,False,0.6001,False,-1.0,squad,512,mistral
Which NFL team represented the NFC at Super Bowl 50?,Carolina Panthers, The NFL team that represented the NFC at Super Bowl 50 was the Carolina Panthers.,hcpc_v1,0.8891,False,0.6184,False,-1.0,squad,512,mistral
Which NFL team represented the NFC at Super Bowl 50?,Carolina Panthers, The NFL team that represented the NFC at Super Bowl 50 was the Carolina Panthers.,hcpc_v2,0.8891,False,0.6011,True,0.5931,squad,512,mistral
Where did Super Bowl 50 take place?,"Santa Clara, California"," The Super Bowl 50 took place at Levi's Stadium in Santa Clara, California.",baseline,0.9533,False,0.6432,False,-1.0,squad,512,mistral
Where did Super Bowl 50 take place?,"Santa Clara, California"," The Super Bowl 50 took place at Levi's Stadium in Santa Clara, California.",hcpc_v1,0.9533,False,0.6433,False,-1.0,squad,512,mistral
Where did Super Bowl 50 take place?,"Santa Clara, California"," The Super Bowl 50 took place at Levi's Stadium in Santa Clara, California.",hcpc_v2,0.9533,False,0.6432,False,0.5722,squad,512,mistral
Which NFL team won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,baseline,0.9247,False,0.6554,False,-1.0,squad,512,mistral
Which NFL team won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,hcpc_v1,0.9247,False,0.6614,False,-1.0,squad,512,mistral
Which NFL team won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,hcpc_v2,0.9247,False,0.6554,False,0.5701,squad,512,mistral
What color was used to emphasize the 50th anniversary of the Super Bowl?,gold, Gold,baseline,1.0,False,0.5495,False,-1.0,squad,512,mistral
What color was used to emphasize the 50th anniversary of the Super Bowl?,gold, Gold,hcpc_v1,1.0,False,0.6113,False,-1.0,squad,512,mistral
What color was used to emphasize the 50th anniversary of the Super Bowl?,gold, Gold,hcpc_v2,1.0,False,0.5495,True,0.43,squad,512,mistral
What was the theme of Super Bowl 50?,"""golden anniversary"""," The provided context does not specify a particular theme for Super Bowl 50 other than the ""golden anniversary"" emphasis, as mentioned in the third paragraph. However, it doesn't provide details about a specific theme for the event itself.",baseline,0.8489,False,0.558,False,-1.0,squad,512,mistral
What was the theme of Super Bowl 50?,"""golden anniversary"""," The provided context does not explicitly state the theme of Super Bowl 50. However, it mentions that the league emphasized the ""golden anniversary"" with various gold-themed initiatives for the game, suggesting a possible golden or anniversary theme. But without further information, it's hard to confirm the exact theme.",hcpc_v1,0.6392,False,0.5758,False,-1.0,squad,512,mistral
