question,ground_truth,answer,condition,faithfulness_score,is_hallucination,mean_retrieval_similarity,refined,ccs,latency_s,dataset,model
"What month, day and year did Super Bowl 50 take place? ","February 7, 2016",I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.6258,False,-1.0,0.65,squad,gpt-oss-120b
"What month, day and year did Super Bowl 50 take place? ","February 7, 2016","February 7, 2016.",hcpc_v2,0.3855,True,0.625,True,0.5722,0.62,squad,gpt-oss-120b
What year was Super Bowl 50?,2015,Super Bowl 50 was played in the year **2016**.,baseline,0.7215,False,0.6133,False,-1.0,2.09,squad,gpt-oss-120b
What year was Super Bowl 50?,2015,Super Bowl 50 was associated with the 2015 season.,hcpc_v1,0.7003,False,0.6094,False,-1.0,0.52,squad,gpt-oss-120b
What year was Super Bowl 50?,2015,Super Bowl 50 was played in the year **2016**.,hcpc_v2,0.7215,False,0.6133,False,0.5294,12.34,squad,gpt-oss-120b
What team was the AFC champion?,Denver Broncos,The AFC champion was the Denver Broncos.,baseline,0.7995,False,0.5751,False,-1.0,0.97,squad,gpt-oss-120b
What team was the AFC champion?,Denver Broncos,The AFC champion was the Denver Broncos.,hcpc_v1,0.7995,False,0.6233,False,-1.0,0.49,squad,gpt-oss-120b
What team was the AFC champion?,Denver Broncos,The AFC champion was the Denver Broncos.,hcpc_v2,0.7995,False,0.5751,False,0.5132,0.41,squad,gpt-oss-120b
What team was the NFC champion?,Carolina Panthers,The NFC champion was the Carolina Panthers.,baseline,0.806,False,0.6039,False,-1.0,0.38,squad,gpt-oss-120b
What team was the NFC champion?,Carolina Panthers,The NFC champion was the Carolina Panthers.,hcpc_v1,0.806,False,0.6636,False,-1.0,2.52,squad,gpt-oss-120b
What team was the NFC champion?,Carolina Panthers,The NFC champion was the Carolina Panthers.,hcpc_v2,0.806,False,0.6039,False,0.552,3.71,squad,gpt-oss-120b
Who won Super Bowl 50?,Denver Broncos,The Denver Broncos won Super Bowl 50.,baseline,0.7365,False,0.6268,False,-1.0,3.95,squad,gpt-oss-120b
Who won Super Bowl 50?,Denver Broncos,The Denver Broncos won Super Bowl 50.,hcpc_v1,0.7365,False,0.5921,False,-1.0,0.55,squad,gpt-oss-120b
Who won Super Bowl 50?,Denver Broncos,The Denver Broncos won Super Bowl 50.,hcpc_v2,0.7365,False,0.6246,True,0.5701,5.37,squad,gpt-oss-120b
Super Bowl 50 determined the NFL champion for what season?,2015,The 2015 season.,baseline,0.6329,False,0.6236,False,-1.0,6.67,squad,gpt-oss-120b
Super Bowl 50 determined the NFL champion for what season?,2015,The 2015 season.,hcpc_v1,0.6329,False,0.6186,False,-1.0,0.54,squad,gpt-oss-120b
Super Bowl 50 determined the NFL champion for what season?,2015,Super Bowl 50 determined the NFL champion for the **2015 season**.,hcpc_v2,0.7465,False,0.6236,True,0.4842,2.98,squad,gpt-oss-120b
Which team won Super Bowl 50.,Denver Broncos,The Denver Broncos won Super Bowl 50.,baseline,0.7365,False,0.6228,False,-1.0,18.76,squad,gpt-oss-120b
Which team won Super Bowl 50.,Denver Broncos,The Denver Broncos won Super Bowl 50.,hcpc_v1,0.7365,False,0.6155,False,-1.0,1.24,squad,gpt-oss-120b
Which team won Super Bowl 50.,Denver Broncos,The Denver Broncos won Super Bowl 50.,hcpc_v2,0.7365,False,0.6228,False,0.5701,5.8,squad,gpt-oss-120b
Where was Super Bowl 50 held?,"Santa Clara, California.","Super Bowl 50 was held at Levi’s Stadium in Santa Clara, California, in the San Francisco Bay Area.",baseline,0.642,False,0.6592,False,-1.0,1.18,squad,gpt-oss-120b
Where was Super Bowl 50 held?,"Santa Clara, California.",Super Bowl 50 was held in the San Francisco Bay Area.,hcpc_v1,0.7015,False,0.6366,False,-1.0,0.55,squad,gpt-oss-120b
Where was Super Bowl 50 held?,"Santa Clara, California.","Super Bowl 50 was held at Levi’s Stadium in Santa Clara, California, in the San Francisco Bay Area.",hcpc_v2,0.642,False,0.6592,False,0.6083,3.24,squad,gpt-oss-120b
The name of the NFL championship game is?,Super Bowl,The NFL championship game is called the **Super Bowl 50**.,baseline,0.7478,False,0.5081,False,-1.0,0.54,squad,gpt-oss-120b
The name of the NFL championship game is?,Super Bowl,The NFL championship game is called the **Super Bowl**.,hcpc_v1,0.7842,False,0.5113,False,-1.0,0.58,squad,gpt-oss-120b
The name of the NFL championship game is?,Super Bowl,The NFL championship game is called the **Super Bowl 50**.,hcpc_v2,0.7478,False,0.5081,True,0.5192,3.43,squad,gpt-oss-120b
What 2015 NFL team one the AFC playoff?,Denver Broncos,The Denver Broncos won the AFC playoff.,baseline,0.9356,False,0.5456,False,-1.0,0.41,squad,gpt-oss-120b
What 2015 NFL team one the AFC playoff?,Denver Broncos,The Denver Broncos won the AFC playoff.,hcpc_v1,0.9356,False,0.5624,False,-1.0,0.4,squad,gpt-oss-120b
What 2015 NFL team one the AFC playoff?,Denver Broncos,The Denver Broncos won the AFC playoff.,hcpc_v2,0.9356,False,0.5456,False,0.5132,0.39,squad,gpt-oss-120b
Do mitochondria play a role in remodelling lace plant leaves during programmed cell death?,"Results depicted mitochondrial dynamics in vivo as PCD progresses within the lace plant, and highlight the correlation of this organelle with other organelles during developmental PCD. To the best of our knowledge, this is the first report of mitochondria and chloroplasts moving on transvacuolar strands to form a ring structure surrounding the nucleus during developmental PCD. Also, for the first time, we have shown the feasibility for the use of CsA in a whole plant system. Overall, our findings implicate the mitochondria as playing a critical and early role in developmentally regulated PCD in the lace plant.","The context suggests that mitochondria do play a role in programmed cell death (PCD) in lace plant leaves. The study examined mitochondrial dynamics during PCD in the lace plant and found that mitochondrial dynamics changed during the progression of PCD. Additionally, treatment with cyclosporine A, which affects mitochondrial permeability transition pore formation, resulted in a lower number of perforations in the leaves, implying a role for mitochondria in the process.",baseline,0.7275,False,0.4707,False,-1.0,0.67,pubmedqa,llama-3.3-70b
Do mitochondria play a role in remodelling lace plant leaves during programmed cell death?,"Results depicted mitochondrial dynamics in vivo as PCD progresses within the lace plant, and highlight the correlation of this organelle with other organelles during developmental PCD. To the best of our knowledge, this is the first report of mitochondria and chloroplasts moving on transvacuolar strands to form a ring structure surrounding the nucleus during developmental PCD. Also, for the first time, we have shown the feasibility for the use of CsA in a whole plant system. Overall, our findings implicate the mitochondria as playing a critical and early role in developmentally regulated PCD in the lace plant.",I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.5723,False,-1.0,0.15,pubmedqa,llama-3.3-70b
Do mitochondria play a role in remodelling lace plant leaves during programmed cell death?,"Results depicted mitochondrial dynamics in vivo as PCD progresses within the lace plant, and highlight the correlation of this organelle with other organelles during developmental PCD. To the best of our knowledge, this is the first report of mitochondria and chloroplasts moving on transvacuolar strands to form a ring structure surrounding the nucleus during developmental PCD. Also, for the first time, we have shown the feasibility for the use of CsA in a whole plant system. Overall, our findings implicate the mitochondria as playing a critical and early role in developmentally regulated PCD in the lace plant.","The context suggests that mitochondria do play a role in programmed cell death (PCD) in lace plant leaves. The study examined mitochondrial dynamics during PCD in the lace plant and found that mitochondrial dynamics changed during the progression of PCD. Additionally, treatment with cyclosporine A, which affects mitochondrial permeability transition pore formation, resulted in a lower number of perforations in the leaves, implying a role for mitochondria in the process.",hcpc_v2,0.7275,False,0.4711,True,0.1358,0.54,pubmedqa,llama-3.3-70b
Landolt C and snellen e acuity: differences in strabismus amblyopia?,"Using the charts described, there was only a slight overestimation of visual acuity by the Snellen E compared to the Landolt C, even in strabismus amblyopia. Small differences in the lower visual acuity range have to be considered.","The mean difference between Landolt C acuity (LR) and Snellen E acuity (SE) for the eyes with strabismus amblyopia was 0.55 lines, with higher values of SE. The mean decimal values for LR and SE were 0.14 and 0.16, respectively.",baseline,0.5454,False,0.6049,False,-1.0,0.53,pubmedqa,llama-3.3-70b
Landolt C and snellen e acuity: differences in strabismus amblyopia?,"Using the charts described, there was only a slight overestimation of visual acuity by the Snellen E compared to the Landolt C, even in strabismus amblyopia. Small differences in the lower visual acuity range have to be considered.","The mean difference between Landolt C acuity (LR) and Snellen E acuity (SE) for eyes with strabismus amblyopia was 0.55 lines, with higher values of SE. The mean decimal values for LR and SE were 0.14 and 0.16, respectively.",hcpc_v1,0.5432,False,0.729,False,-1.0,0.26,pubmedqa,llama-3.3-70b
Landolt C and snellen e acuity: differences in strabismus amblyopia?,"Using the charts described, there was only a slight overestimation of visual acuity by the Snellen E compared to the Landolt C, even in strabismus amblyopia. Small differences in the lower visual acuity range have to be considered.","The mean difference between Landolt C acuity (LR) and Snellen E acuity (SE) for the eyes with strabismus amblyopia was 0.55 lines, with higher values of SE. The mean decimal values for LR and SE were 0.14 and 0.16, respectively.",hcpc_v2,0.5454,False,0.6053,True,0.6825,0.4,pubmedqa,llama-3.3-70b
"Syncope during bathing in infants, a pediatric form of water-induced urticaria?","""Aquagenic maladies"" could be a pediatric form of the aquagenic urticaria.","The context describes a condition where infants become pale, hypotonic, still, and unreactive when immersed in a bath, with recovery after withdrawal from the bath and stimulation. This condition is compared to aquagenic urticaria, a disease where patients have an allergic reaction to water. The context also mentions that the infants' families have a history of dermographism or other maladies related to water or sun exposure, and that the infants themselves have dermographism. Additionally, blood histamine levels increased after a trial bath in two of the infants tested. However, the term ""syncope"" is not explicitly mentioned in the context. 

I cannot find the term ""syncope"" in the provided context, but the condition described is similar to what could be described as syncope during bathing in infants, related to a pediatric form of water-induced urticaria.",baseline,0.5724,False,0.4616,False,-1.0,0.88,pubmedqa,llama-3.3-70b
"Syncope during bathing in infants, a pediatric form of water-induced urticaria?","""Aquagenic maladies"" could be a pediatric form of the aquagenic urticaria.",I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.533,False,-1.0,0.5,pubmedqa,llama-3.3-70b
"Syncope during bathing in infants, a pediatric form of water-induced urticaria?","""Aquagenic maladies"" could be a pediatric form of the aquagenic urticaria.","The context describes a condition where infants experience symptoms such as becoming pale, hypotonic, still, and unreactive when immersed in a bath, with recovery occurring after withdrawal from the bath and stimulation. This condition is compared to aquagenic urticaria, a disease where patients experience symptoms after exposure to water. The context suggests that the infants' condition may be an equivalent of aquagenic urticaria, and it is referred to as ""aquagenic maladies"". However, the term ""syncope"" is not explicitly mentioned in the context. 

I cannot find the term ""syncope"" in the provided context.",hcpc_v2,0.5858,False,0.4609,True,0.0486,0.79,pubmedqa,llama-3.3-70b
Are the long-term results of the transanal pull-through equal to those of the transabdominal pull-through?,"Our long-term study showed significantly better (2-fold) results regarding the continence score for the abdominal approach compared with the transanal pull-through. The stool pattern and enterocolitis scores were somewhat better for the TERPT group. These findings raise an important issue about the current surgical management of HD; however, more cases will need to be studied before a definitive conclusion can be drawn.",I cannot find this information in the provided context.,baseline,0.5531,False,0.3949,False,-1.0,0.23,pubmedqa,llama-3.3-70b
Are the long-term results of the transanal pull-through equal to those of the transabdominal pull-through?,"Our long-term study showed significantly better (2-fold) results regarding the continence score for the abdominal approach compared with the transanal pull-through. The stool pattern and enterocolitis scores were somewhat better for the TERPT group. These findings raise an important issue about the current surgical management of HD; however, more cases will need to be studied before a definitive conclusion can be drawn.",I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.4468,False,-1.0,0.33,pubmedqa,llama-3.3-70b
Are the long-term results of the transanal pull-through equal to those of the transabdominal pull-through?,"Our long-term study showed significantly better (2-fold) results regarding the continence score for the abdominal approach compared with the transanal pull-through. The stool pattern and enterocolitis scores were somewhat better for the TERPT group. These findings raise an important issue about the current surgical management of HD; however, more cases will need to be studied before a definitive conclusion can be drawn.",I cannot find this information in the provided context.,hcpc_v2,0.5531,False,0.3949,True,0.3376,0.32,pubmedqa,llama-3.3-70b
Can tailored interventions increase mammography use among HMO women?,"The effects of the intervention were most pronounced after the first intervention. Compared to usual care, telephone counseling seemed particularly effective at promoting change among nonadherent women, the group for whom the intervention was developed. These results suggest that telephone counseling, rather than tailored print, might be the preferred first-line intervention for getting nonadherent women on schedule for mammography screening. Many questions would have to be answered about why the tailored print intervention was not more powerful. Nevertheless, it is clear that additional interventions will be needed to maintain women's adherence to mammography. Medical Subject Headings (MeSH): mammography screening, telephone counseling, tailored print communications, barriers.","Yes, tailored telephone counseling and tailored print communications can increase mammography use among HMO women, with telephone counseling being more effective than tailored print materials, especially after the first year of intervention and among women who were off-schedule during the previous year.",baseline,0.3676,True,0.5218,False,-1.0,0.49,pubmedqa,llama-3.3-70b
Can tailored interventions increase mammography use among HMO women?,"The effects of the intervention were most pronounced after the first intervention. Compared to usual care, telephone counseling seemed particularly effective at promoting change among nonadherent women, the group for whom the intervention was developed. These results suggest that telephone counseling, rather than tailored print, might be the preferred first-line intervention for getting nonadherent women on schedule for mammography screening. Many questions would have to be answered about why the tailored print intervention was not more powerful. Nevertheless, it is clear that additional interventions will be needed to maintain women's adherence to mammography. Medical Subject Headings (MeSH): mammography screening, telephone counseling, tailored print communications, barriers.",I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.5447,False,-1.0,0.26,pubmedqa,llama-3.3-70b
