pair_id,dataset,query_index,question,ground_truth,model,backend,seed,set_type,passage_idxs,mean_query_sim,ccs,sim_gap,ccs_gap,overlap,answer,faithfulness_score,is_hallucination,nli_label,latency_s,error
fix01_4c59ae30d388,squad,369,"In 2011, who was the first player to be chosen in the NFL draft?",Newton,mistral,ollama,42,high_ccs,"[0, 12, 16]",0.424873,0.745141,0.006882,0.510714,1," The context does not provide information about who was the first player chosen in the 2011 NFL draft. However, it is mentioned that Cam Newton was picked first in 2011.",0.7869,False,faithful,6.313,
fix01_4c59ae30d388,squad,369,"In 2011, who was the first player to be chosen in the NFL draft?",Newton,mistral,ollama,42,low_ccs,"[0, 6, 18]",0.431754,0.234427,0.006882,0.510714,1, Newton was picked first in 2011.,0.7029,False,faithful,4.982,
fix01_0f548413c606,squad,118,Which Florida venue was one of three considered for Super Bowl 50?,Miami's Sun Life Stadium,mistral,ollama,42,high_ccs,"[2, 7, 8]",0.518913,0.593277,0.008509,0.536041,1, I cannot find this information in the provided context. The context does not mention any Florida venues being considered for Super Bowl 50.,0.7532,False,faithful,4.836,
fix01_0f548413c606,squad,118,Which Florida venue was one of three considered for Super Bowl 50?,Miami's Sun Life Stadium,mistral,ollama,42,low_ccs,"[0, 7, 18]",0.510404,0.057236,0.008509,0.536041,1," Sun Life Stadium (which is located in the South Florida/Miami area) was one of the three venues considered for Super Bowl 50, as mentioned in the first paragraph.",0.7257,False,faithful,8.013,
fix01_1eed5dee00b5,squad,1338,What did Tesla's design not need? ,a commutator,mistral,ollama,42,high_ccs,"[10, 13, 18]",0.552573,0.649991,0.00227,0.292476,1," Based on the provided context, there is no information about what Tesla's designs did not need. The text discusses Tesla's views on matter and energy, but it does not mention any specific design or its requirements.",0.3463,True,hallucinated,6.784,
fix01_1eed5dee00b5,squad,1338,What did Tesla's design not need? ,a commutator,mistral,ollama,42,low_ccs,"[10, 15, 19]",0.550303,0.357516,0.00227,0.292476,1, The provided context does not mention what Tesla's design did not need.,0.2036,True,hallucinated,4.285,
fix01_367b38d6e7cc,squad,1210,Where did Tesla believe his talents came from?,his mother's genetics and influence,mistral,ollama,42,high_ccs,"[2, 10, 15]",0.598164,0.728652,0.004959,0.383046,0, The context does not provide information about where Tesla believed his talents came from.,0.7588,False,faithful,4.664,
fix01_367b38d6e7cc,squad,1210,Where did Tesla believe his talents came from?,his mother's genetics and influence,mistral,ollama,42,low_ccs,"[4, 12, 13]",0.593205,0.345606,0.004959,0.383046,0, Nikola Tesla credited his eidetic memory and creative abilities to his mother's genetics and influence.,0.7871,False,faithful,6.503,
fix01_443828252e04,squad,112,Who if the commissioner of the NFL?,Roger Goodell,mistral,ollama,42,high_ccs,"[11, 12, 14]",0.264033,0.697502,0.014242,0.637826,1, I cannot find this information in the provided context. The context does not mention who the commissioner of the NFL is.,0.666,False,faithful,7.661,
fix01_443828252e04,squad,112,Who if the commissioner of the NFL?,Roger Goodell,mistral,ollama,42,low_ccs,"[3, 12, 17]",0.278275,0.059676,0.014242,0.637826,1, I cannot find this information in the provided context. The context does not mention who the commissioner of the NFL is.,0.666,False,faithful,5.224,
fix01_25db13e82adc,squad,1203,What was the occupation of Tesla's father?,priest,mistral,ollama,42,high_ccs,"[4, 9, 19]",0.570648,0.728652,0.003563,0.38363,1, I cannot find this information in the provided context. The context does not mention Tesla's father's occupation.,0.5247,False,faithful,5.194,
fix01_25db13e82adc,squad,1203,What was the occupation of Tesla's father?,priest,mistral,ollama,42,low_ccs,"[4, 16, 18]",0.567085,0.345022,0.003563,0.38363,1, I cannot find this information in the provided context.,0.5531,False,faithful,4.42,
fix01_3de7c0276b8c,squad,1456,What was the boat called?,teleautomaton,mistral,ollama,42,high_ccs,"[11, 12, 15]",0.175018,0.591439,0.012021,0.741653,0, The context does not provide information about a specific boat being referred to.,0.4386,True,hallucinated,6.591,
fix01_3de7c0276b8c,squad,1456,What was the boat called?,teleautomaton,mistral,ollama,42,low_ccs,"[13, 14, 19]",0.162998,-0.150214,0.012021,0.741653,0, I cannot find information about the name of the wireless controlled boat in the provided context.,0.6342,False,faithful,4.684,
fix01_dc174e19c195,squad,630,Who were the Westwood one color analysts?,Boomer Esiason and Dan Fouts,mistral,ollama,42,high_ccs,"[8, 10, 12]",0.199802,0.442295,0.014548,0.629685,0, I cannot find any information about the Westwood one color analysts in the provided context.,0.5402,False,faithful,6.045,
fix01_dc174e19c195,squad,630,Who were the Westwood one color analysts?,Boomer Esiason and Dan Fouts,mistral,ollama,42,low_ccs,"[7, 16, 19]",0.185255,-0.18739,0.014548,0.629685,0," I cannot find information about ""Westwood one color analysts"" in the provided context.",0.5684,False,faithful,4.415,
fix01_4614d28dcbe4,squad,1143,When did the Venetians take total control of Cyprus?,1489,mistral,ollama,42,high_ccs,"[10, 13, 15]",0.286539,0.597343,0.004148,0.542726,0," I cannot find this information in the provided context as it does not pertain to the Normans, Venetians, or their control over Cyprus.",0.7072,False,faithful,7.794,
fix01_4614d28dcbe4,squad,1143,When did the Venetians take total control of Cyprus?,1489,mistral,ollama,42,low_ccs,"[9, 12, 19]",0.282391,0.054618,0.004148,0.542726,0, I cannot find this information in the provided context. The context does not mention anything about the Venetians taking control of Cyprus.,0.6729,False,faithful,10.233,
fix01_55d94ef18e89,squad,2074,With whom are teachers required to register?,the Teaching Council,mistral,ollama,42,high_ccs,"[3, 7, 13]",0.495281,0.724078,0.010821,0.503553,0, The provided context does not specify with whom teachers are required to register.,0.7166,False,faithful,5.13,
fix01_55d94ef18e89,squad,2074,With whom are teachers required to register?,the Teaching Council,mistral,ollama,42,low_ccs,"[0, 17, 18]",0.484461,0.220525,0.010821,0.503553,0, Teachers are required to register with the Teaching Council.,0.8407,False,faithful,3.994,
fix01_26315f8dbeba,squad,417,At what university's facility did the Broncos practice?,Stanford University,mistral,ollama,42,high_ccs,"[8, 12, 17]",0.383264,0.772444,0.002577,0.662982,0, I cannot find this information in the provided context.,0.5531,False,faithful,6.764,
fix01_26315f8dbeba,squad,417,At what university's facility did the Broncos practice?,Stanford University,mistral,ollama,42,low_ccs,"[5, 10, 19]",0.385841,0.109461,0.002577,0.662982,0, I cannot find this information in the provided context. The context does not mention where the Denver Broncos practiced.,0.7047,False,faithful,6.386,
fix01_c515c34fca85,squad,2148,What did the Church claim could be avoided with money?,God's punishment,mistral,ollama,42,high_ccs,"[4, 7, 19]",0.360496,0.641497,0.000907,0.61668,0," The context does not provide information about what the Church claimed could be avoided with money. However, it mentions that Luther was railing against the sale of indulgences, which suggests that something might have been able to be forgiven or redeemed through payment. But without more specific details, it's impossible to say exactly what that was.",0.4926,True,hallucinated,9.133,
fix01_c515c34fca85,squad,2148,What did the Church claim could be avoided with money?,God's punishment,mistral,ollama,42,low_ccs,"[3, 14, 15]",0.361403,0.024818,0.000907,0.61668,0, I cannot find this information in the provided context. The context does not mention what the Church claimed could be avoided with money.,0.5988,False,faithful,4.485,
fix01_d295077c8eb1,squad,1381,What did Tesla call his electrical effects in 1893?,Tesla Polyphase System,mistral,ollama,42,high_ccs,"[1, 11, 19]",0.628389,0.697903,0.004285,0.30829,1, The context does not provide information about what Tesla called his electrical effects in 1893.,0.8105,False,faithful,5.643,
fix01_d295077c8eb1,squad,1381,What did Tesla call his electrical effects in 1893?,Tesla Polyphase System,mistral,ollama,42,low_ccs,"[6, 10, 19]",0.624104,0.389613,0.004285,0.30829,1, The context does not provide information about what Tesla called his electrical effects in 1893.,0.8105,False,faithful,5.055,
fix01_b87f8518424c,squad,939,When did Germany invade Poland and in doing so start World War II?,September 1939,mistral,ollama,42,high_ccs,"[4, 5, 18]",0.389085,0.691319,0.002244,0.580096,0, I cannot find this information in the provided context. The context does not mention any German invasion of Poland or the start of World War II.,0.6985,False,faithful,6.877,
fix01_b87f8518424c,squad,939,When did Germany invade Poland and in doing so start World War II?,September 1939,mistral,ollama,42,low_ccs,"[3, 8, 14]",0.391329,0.111224,0.002244,0.580096,0, I cannot find this information in the provided context. The context does not provide any details about when Germany invaded Poland or the start of World War II.,0.6294,False,faithful,6.239,
fix01_fe6f70768bf6,squad,1804,What is the most frequently employed type of reduction?,polynomial-time reduction,mistral,ollama,42,high_ccs,"[3, 8, 9]",0.206481,0.583137,0.005666,0.759033,0," The provided context does not mention any specific type of reduction, so I cannot find this information in the provided context.",0.5006,False,faithful,4.527,
fix01_fe6f70768bf6,squad,1804,What is the most frequently employed type of reduction?,polynomial-time reduction,mistral,ollama,42,low_ccs,"[2, 5, 11]",0.212146,-0.175895,0.005666,0.759033,0," I cannot find information about the most frequently employed type of reduction in the provided context. The text discusses occupational hazards and stress among teachers, as well as the P versus NP problem in computer science, but it does not mention any specific types of reductions.",0.4636,True,hallucinated,7.183,
fix01_df177e4ffe29,squad,246,How many 2015 season interceptions did the Panthers' defense get?,24,mistral,ollama,42,high_ccs,"[11, 12, 13]",0.575422,0.707392,0.008715,0.505435,0, I cannot find this information in the provided context. The context does not mention any interceptions made by the Carolina Panthers' defense during the 2015 season.,0.6066,False,faithful,8.193,
fix01_df177e4ffe29,squad,246,How many 2015 season interceptions did the Panthers' defense get?,24,mistral,ollama,42,low_ccs,"[5, 14, 18]",0.566707,0.201957,0.008715,0.505435,0," I cannot find this information in the provided context. The context only provides details about the performance of individual players during specific games, but it does not provide a total number of interceptions for the entire 2015 season by the Panthers' defense.",0.4539,True,hallucinated,9.778,
fix01_380bdfd008a9,squad,74,Who was the Most Valuable Player of Super Bowl 50?,Von Miller,mistral,ollama,42,high_ccs,"[2, 5, 7]",0.532998,0.745141,0.010155,0.556115,0, The context does not provide information about who the Most Valuable Player of Super Bowl 50 was.,0.8578,False,faithful,5.063,
fix01_380bdfd008a9,squad,74,Who was the Most Valuable Player of Super Bowl 50?,Von Miller,mistral,ollama,42,low_ccs,"[4, 9, 10]",0.522843,0.189026,0.010155,0.556115,0, I cannot find this information in the provided context as it does not mention who the MVP of Super Bowl 50 was.,0.5967,False,faithful,6.749,
fix01_9cd403c30b83,squad,1073,What was one of the Norman's major exports?,fighting horsemen,mistral,ollama,42,high_ccs,"[1, 2, 4]",0.482287,0.711246,0.001283,0.445082,0," The context does not provide information about what specific goods or resources the Normans exported. However, it mentions that by 1066, Normandy had been exporting fighting horsemen for more than a generation.",0.6868,False,faithful,7.913,
fix01_9cd403c30b83,squad,1073,What was one of the Norman's major exports?,fighting horsemen,mistral,ollama,42,low_ccs,"[0, 3, 8]",0.48357,0.266164,0.001283,0.445082,0, I cannot find any information about what were the major exports of the Normans in the provided context.,0.5958,False,faithful,4.608,
fix01_1ec37ae1f42b,squad,361,How old was Manning when he played Super Bowl 50?,39.,mistral,ollama,42,high_ccs,"[11, 15, 18]",0.451179,0.68216,0.007303,0.543562,1, I cannot find this information in the provided context. The context does not mention the age of Manning during Super Bowl 50.,0.7007,False,faithful,8.753,
fix01_1ec37ae1f42b,squad,361,How old was Manning when he played Super Bowl 50?,39.,mistral,ollama,42,low_ccs,"[8, 16, 18]",0.458481,0.138598,0.007303,0.543562,1, I cannot find this information in the provided context as it does not mention the age of Peyton Manning during Super Bowl 50.,0.6236,False,faithful,7.295,
fix01_3e60ef9f0b54,squad,1624,Who reportedly wanted Tesla's company?,women,mistral,ollama,42,high_ccs,"[11, 15, 18]",0.522197,0.659715,0.000582,0.355577,1, I cannot find any information in the provided context about who reportedly wanted Tesla's company.,0.5699,False,faithful,5.686,
fix01_3e60ef9f0b54,squad,1624,Who reportedly wanted Tesla's company?,women,mistral,ollama,42,low_ccs,"[11, 14, 19]",0.522779,0.304138,0.000582,0.355577,1, I cannot find information in the provided context about who reportedly wanted Tesla's company.,0.5331,False,faithful,5.057,
fix01_9b94d40f8f7b,squad,299,How many interceptions did Aqib Talib have for the regular season?,three.,mistral,ollama,42,high_ccs,"[12, 13, 14]",0.468371,0.778741,0.00318,0.523004,1, I cannot find this information in the provided context. The context does not mention any interceptions by Aqib Talib.,0.7523,False,faithful,7.01,
fix01_9b94d40f8f7b,squad,299,How many interceptions did Aqib Talib have for the regular season?,three.,mistral,ollama,42,low_ccs,"[8, 12, 17]",0.465191,0.255737,0.00318,0.523004,1, I cannot find this information in the provided context. The context does not mention any interceptions by Aqib Talib during the Super Bowl or the regular season.,0.7233,False,faithful,7.154,
fix01_16dfabd1aa8f,squad,753,Who caught two passes from Manning after the failed Carolina field goal attempt?,Emmanuel Sanders,mistral,ollama,42,high_ccs,"[2, 6, 10]",0.555476,0.723352,0.01016,0.506796,1, Andre Caldwell and Bennie Fowler,0.5653,False,faithful,6.301,
fix01_16dfabd1aa8f,squad,753,Who caught two passes from Manning after the failed Carolina field goal attempt?,Emmanuel Sanders,mistral,ollama,42,low_ccs,"[1, 2, 17]",0.545316,0.216556,0.01016,0.506796,1, I cannot find this information in the provided context. The context does not mention anyone catching passes from Manning after the failed Carolina field goal attempt.,0.6582,False,faithful,6.049,
fix01_0b1ea8525f98,squad,1048,What is the largest city in Poland?,Warsaw,mistral,ollama,42,high_ccs,"[3, 6, 11]",0.518719,0.606673,0.00913,0.36421,0," The context does not provide information about the largest city in Poland. However, it is known that Warsaw is one of the cities in Poland and it has a significant economic impact on the country.",0.6924,False,faithful,7.161,
fix01_0b1ea8525f98,squad,1048,What is the largest city in Poland?,Warsaw,mistral,ollama,42,low_ccs,"[1, 14, 16]",0.509589,0.242463,0.00913,0.36421,0," The context does not provide information about which city in Poland is the largest. However, it mentions several cities including Warsaw, Lublin, Kraków, Gdańsk, and Poznań. Without additional context or information, I cannot determine which of these cities is the largest.",0.6505,False,faithful,10.046,
fix01_9a5d152bdd5d,squad,916,Who was Warsz?,12th/13th-century nobleman,mistral,ollama,42,high_ccs,"[9, 18, 19]",0.228351,0.584661,0.007226,0.687574,0," I cannot find any information about a person named ""Warsz"" in the provided context.",0.4829,True,hallucinated,5.316,
fix01_9a5d152bdd5d,squad,916,Who was Warsz?,12th/13th-century nobleman,mistral,ollama,42,low_ccs,"[6, 15, 16]",0.235577,-0.102913,0.007226,0.687574,0," I cannot find this information in the provided context. The context only discusses historical buildings and theaters in Warsaw, not a person named ""Warsz"".",0.7251,False,faithful,4.64,
fix01_f251a5944e6e,squad,2123,Which denomination has more of an individualistic streak?,Protestant,mistral,ollama,42,high_ccs,"[3, 14, 16]",0.280039,0.735071,0.018512,0.669735,1," Based solely on the provided context, it appears that Luther's teachings emphasize an individual's personal faith and relationship with God, which could be interpreted as having an individualistic streak. However, it's important to note that this context primarily discusses Luther's beliefs rather than a comparison between different denominations. For a more accurate answer comparing denominations, additional context or information would be needed.",0.5942,False,faithful,10.927,
fix01_f251a5944e6e,squad,2123,Which denomination has more of an individualistic streak?,Protestant,mistral,ollama,42,low_ccs,"[3, 6, 10]",0.298551,0.065336,0.018512,0.669735,1," Based on the provided context, it appears that Luther's teachings, which led to the formation of Protestantism, have a more individualistic streak compared to the Orthodox Catholic and Roman Catholic traditions. However, it's important to note that this is a generalization and may not apply to all individuals or denominations within these traditions. For a comprehensive understanding, further research would be necessary.",0.6238,False,faithful,9.374,
fix01_31c225636102,squad,855,Where was the Summer Theatre located?,Saxon Garden,mistral,ollama,42,high_ccs,"[4, 10, 14]",0.215818,0.59998,0.002553,0.808289,1," I cannot find this information in the provided context. The context only discusses locations related to Super Bowl events and stadiums, not a Summer Theatre.",0.6672,False,faithful,5.177,
fix01_31c225636102,squad,855,Where was the Summer Theatre located?,Saxon Garden,mistral,ollama,42,low_ccs,"[3, 14, 15]",0.213265,-0.208309,0.002553,0.808289,1, I cannot find this information in the provided context. The context does not mention anything about a Summer Theatre.,0.5678,False,faithful,4.714,
fix01_6430eac84057,squad,1355,In what year were Tesla's motor and transformer designs licensed to Westinghouse?,1888,mistral,ollama,42,high_ccs,"[2, 15, 18]",0.566286,0.728652,0.005006,0.411483,0," I cannot find this information in the provided context. The context does mention that Tesla's patented AC induction motor and transformer were licensed by George Westinghouse, but it doesn't specify when this occurred.",0.4781,True,hallucinated,6.157,
fix01_6430eac84057,squad,1355,In what year were Tesla's motor and transformer designs licensed to Westinghouse?,1888,mistral,ollama,42,low_ccs,"[7, 8, 19]",0.56128,0.317169,0.005006,0.411483,0," I cannot find this information in the provided context. The context only mentions that there was a patent-sharing agreement signed between General Electric (backed by J. P. Morgan) and Westinghouse Electric in 1896, but it does not specify the exact motor and transformer designs that were involved or when they were licensed.",0.6608,False,faithful,9.46,
fix01_292b999f3335,squad,641,Which station covered the game for North Carolina?,WBT,mistral,ollama,42,high_ccs,"[4, 12, 17]",0.337493,0.778741,0.005703,0.854698,1, I cannot find this information in the provided context.,0.5531,False,faithful,6.554,
fix01_292b999f3335,squad,641,Which station covered the game for North Carolina?,WBT,mistral,ollama,42,low_ccs,"[5, 12, 19]",0.33179,-0.075957,0.005703,0.854698,1, I cannot find this information in the provided context. The context does not specify which station covered the game for North Carolina.,0.7484,False,faithful,5.584,
fix01_5cebadddcc0f,squad,2077,What funds cannot be used if a teacher is not registered?,Oireachtas funds,mistral,ollama,42,high_ccs,"[11, 12, 15]",0.396619,0.695384,0.009185,0.527763,0, I cannot find this information in the provided context. The context does not mention any specific funds related to teaching or registration of teachers.,0.7102,False,faithful,3.436,
fix01_5cebadddcc0f,squad,2077,What funds cannot be used if a teacher is not registered?,Oireachtas funds,mistral,ollama,42,low_ccs,"[8, 14, 19]",0.387434,0.167621,0.009185,0.527763,0, I cannot find this information in the provided context. The context does not mention any specific funds that cannot be used if a teacher is not registered.,0.7559,False,faithful,4.391,
fix01_d53e3d8f0d18,squad,2189,What did Luther's degree in 1509 concern?,Sentences by Peter Lombard,mistral,ollama,42,high_ccs,"[2, 9, 14]",0.588351,0.650434,0.006404,0.342649,1, I cannot find information about Luther's degree in 1509 in the provided context.,0.4741,True,hallucinated,6.622,
fix01_d53e3d8f0d18,squad,2189,What did Luther's degree in 1509 concern?,Sentences by Peter Lombard,mistral,ollama,42,low_ccs,"[3, 11, 14]",0.581947,0.307785,0.006404,0.342649,1, The provided context does not specify what Luther's degree in 1509 concerned.,0.259,True,hallucinated,5.412,
fix01_94fca545c202,squad,1869,In what year did Raymond Sullivan publish a study of rudimentary sets?,1961,mistral,ollama,42,high_ccs,"[9, 14, 16]",0.227918,0.577699,0.000336,0.74018,1, I cannot find this information in the provided context regarding when Raymond Sullivan published a study of rudimentary sets.,0.5957,False,faithful,4.943,
fix01_94fca545c202,squad,1869,In what year did Raymond Sullivan publish a study of rudimentary sets?,1961,mistral,ollama,42,low_ccs,"[10, 13, 16]",0.227582,-0.162482,0.000336,0.74018,1, I cannot find this information in the provided context regarding when Raymond Sullivan published a study of rudimentary sets.,0.5957,False,faithful,6.591,
fix01_90a05de0a36b,squad,1257,What was Tesla's father afraid would happen to him in school?,Tesla would be killed through overwork,mistral,ollama,42,high_ccs,"[15, 16, 19]",0.553934,0.713976,0.00479,0.387278,0, I cannot find this information in the provided context. The context does not mention anything about Tesla's father or his fears regarding school.,0.4815,True,hallucinated,5.828,
fix01_90a05de0a36b,squad,1257,What was Tesla's father afraid would happen to him in school?,Tesla would be killed through overwork,mistral,ollama,42,low_ccs,"[12, 14, 18]",0.558723,0.326698,0.00479,0.387278,0, The provided context does not mention what Tesla's father was afraid would happen to him in school.,0.3017,True,hallucinated,5.032,
fix01_02e585182bb4,squad,1750,The time required to output an answer on a deterministic Turing machine is expressed as what?,state transitions,mistral,ollama,42,high_ccs,"[14, 17, 18]",0.345445,0.66528,0.001546,0.490931,0," The time required to output an answer on a deterministic Turing machine is not explicitly stated in the provided context. However, it can be inferred that it's one of the complexity resources (alongside space requirements) used to quantify the inherent difficulty of computational problems.",0.5579,False,faithful,6.922,
fix01_02e585182bb4,squad,1750,The time required to output an answer on a deterministic Turing machine is expressed as what?,state transitions,mistral,ollama,42,low_ccs,"[15, 16, 19]",0.343899,0.174349,0.001546,0.490931,0," The text does not provide specific information about how the time required to output an answer on a deterministic Turing machine is expressed. However, it mentions that computational problems can be described using big O notation for upper and lower bounds, which is often used to express time complexity in terms of the size of the input (n). So, it's reasonable to infer that the time required to output an answer on a deterministic Turing machine could potentially be expressed using big O notation.",0.5903,False,faithful,10.291,
