question,ground_truth,answer,condition,faithfulness_score,is_hallucination,mean_retrieval_similarity,refined,ccs,latency_s,dataset,embedder
What city did Super Bowl 50 take place in?,Santa Clara," San Francisco Bay Area (specifically at Levi's Stadium in Santa Clara, California)",hcpc_v1,0.743,False,0.6769,False,-1.0,2.79,squad,bge-large
What city did Super Bowl 50 take place in?,Santa Clara," The Super Bowl 50 took place in San Francisco Bay Area at Santa Clara, California.",hcpc_v2,0.9567,False,0.6793,True,0.6826,4.55,squad,bge-large
What stadium did Super Bowl 50 take place in?,Levi's Stadium," Levi's Stadium in Santa Clara, California.",baseline,0.793,False,0.6709,False,-1.0,4.06,squad,bge-large
What stadium did Super Bowl 50 take place in?,Levi's Stadium," Levi's Stadium in Santa Clara, California",hcpc_v1,0.793,False,0.6551,False,-1.0,2.37,squad,bge-large
What stadium did Super Bowl 50 take place in?,Levi's Stadium," Levi's Stadium in Santa Clara, California.",hcpc_v2,0.793,False,0.6709,False,0.6826,3.9,squad,bge-large
What was the final score of Super Bowl 50? ,24–10, The final score of Super Bowl 50 was 24–10 in favor of the Denver Broncos.,baseline,0.7805,False,0.6907,False,-1.0,3.72,squad,bge-large
What was the final score of Super Bowl 50? ,24–10," The final score of Super Bowl 50 was 24–10, with the American Football Conference (AFC) champion Denver Broncos defeating the National Football Conference (NFC) champion Carolina Panthers.",hcpc_v1,0.8695,False,0.6962,False,-1.0,4.68,squad,bge-large
What was the final score of Super Bowl 50? ,24–10," The final score of Super Bowl 50 was 24–10, with the American Football Conference (AFC) champion Denver Broncos defeating the National Football Conference (NFC) champion Carolina Panthers.",hcpc_v2,0.8695,False,0.6907,False,0.5889,7.62,squad,bge-large
"What month, day and year did Super Bowl 50 take place? ","February 7, 2016"," The Super Bowl 50 took place on February 7, 2016.",baseline,0.945,False,0.6589,False,-1.0,4.92,squad,bge-large
"What month, day and year did Super Bowl 50 take place? ","February 7, 2016"," The Super Bowl 50 took place on February 7, 2016.",hcpc_v1,0.945,False,0.6439,False,-1.0,4.49,squad,bge-large
"What month, day and year did Super Bowl 50 take place? ","February 7, 2016"," The Super Bowl 50 took place on February 7, 2016.",hcpc_v2,0.945,False,0.6589,False,0.6148,3.69,squad,bge-large
What year was Super Bowl 50?,2015, The year Super Bowl 50 was held was 2016.,baseline,0.7558,False,0.6807,False,-1.0,3.56,squad,bge-large
What year was Super Bowl 50?,2015, The year Super Bowl 50 was held was 2016.,hcpc_v1,0.7558,False,0.698,False,-1.0,1.7,squad,bge-large
What year was Super Bowl 50?,2015," The year Super Bowl 50 was held is February 7, 2016.",hcpc_v2,0.8318,False,0.6807,False,0.5982,3.91,squad,bge-large
What team was the AFC champion?,Denver Broncos, The AFC champion was the Denver Broncos.,baseline,0.7995,False,0.6577,False,-1.0,4.03,squad,bge-large
What team was the AFC champion?,Denver Broncos, The AFC champion was the Denver Broncos.,hcpc_v1,0.7995,False,0.6732,False,-1.0,2.46,squad,bge-large
What team was the AFC champion?,Denver Broncos, The AFC champion was the Denver Broncos.,hcpc_v2,0.7995,False,0.6577,False,0.7013,5.57,squad,bge-large
What team was the NFC champion?,Carolina Panthers, The NFC champion was the Carolina Panthers.,baseline,0.806,False,0.6697,False,-1.0,3.6,squad,bge-large
What team was the NFC champion?,Carolina Panthers," The NFC champion, as mentioned in the provided context, is the Carolina Panthers.",hcpc_v1,0.9576,False,0.6612,False,-1.0,2.56,squad,bge-large
What team was the NFC champion?,Carolina Panthers, The NFC champion was the Carolina Panthers.,hcpc_v2,0.806,False,0.6697,False,0.6453,5.01,squad,bge-large
Who won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,baseline,0.9247,False,0.7095,False,-1.0,3.02,squad,bge-large
Who won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,hcpc_v1,0.9247,False,0.705,False,-1.0,1.7,squad,bge-large
Who won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,hcpc_v2,0.9247,False,0.7095,False,0.5889,2.71,squad,bge-large
Super Bowl 50 determined the NFL champion for what season?,2015, The Super Bowl 50 determined the NFL champion for the 2015 season.,baseline,0.6757,False,0.6551,False,-1.0,4.64,squad,bge-large
Super Bowl 50 determined the NFL champion for what season?,2015, The Super Bowl 50 determined the NFL champion for the 2015 season.,hcpc_v1,0.6757,False,0.6826,False,-1.0,2.32,squad,bge-large
Super Bowl 50 determined the NFL champion for what season?,2015, The Super Bowl 50 determined the NFL champion for the 2015 season.,hcpc_v2,0.6757,False,0.6503,True,0.6618,4.92,squad,bge-large
Which team won Super Bowl 50.,Denver Broncos, The Denver Broncos won Super Bowl 50.,baseline,0.9247,False,0.7018,False,-1.0,3.61,squad,bge-large
Which team won Super Bowl 50.,Denver Broncos, The Denver Broncos won Super Bowl 50.,hcpc_v1,0.9247,False,0.7,False,-1.0,1.55,squad,bge-large
Which team won Super Bowl 50.,Denver Broncos, The Denver Broncos won Super Bowl 50.,hcpc_v2,0.9247,False,0.7015,True,0.7088,3.42,squad,bge-large
Where was Super Bowl 50 held?,"Santa Clara, California."," The Super Bowl 50 was held at Levi's Stadium in Santa Clara, California.",baseline,0.9471,False,0.6719,False,-1.0,5.13,squad,bge-large
Where was Super Bowl 50 held?,"Santa Clara, California."," Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",hcpc_v1,0.6918,False,0.6751,False,-1.0,2.75,squad,bge-large
Where was Super Bowl 50 held?,"Santa Clara, California."," The Super Bowl 50 was held at Levi's Stadium in Santa Clara, California.",hcpc_v2,0.9471,False,0.6719,False,0.6826,4.47,squad,bge-large
The name of the NFL championship game is?,Super Bowl," The name of the NFL championship game, as mentioned in the provided context, is Super Bowl 50.",baseline,0.6706,False,0.6654,False,-1.0,4.53,squad,bge-large
The name of the NFL championship game is?,Super Bowl, Super Bowl 50,hcpc_v1,0.6293,False,0.6661,False,-1.0,2.09,squad,bge-large
The name of the NFL championship game is?,Super Bowl," The name of the NFL championship game, as mentioned in the provided context, is Super Bowl 50.",hcpc_v2,0.6706,False,0.6654,True,0.6577,5.91,squad,bge-large
What 2015 NFL team one the AFC playoff?,Denver Broncos, The Denver Broncos won the AFC playoff in 2015.,baseline,0.8691,False,0.6359,False,-1.0,4.28,squad,bge-large
What 2015 NFL team one the AFC playoff?,Denver Broncos, The Denver Broncos won the AFC playoff in 2015.,hcpc_v1,0.8691,False,0.6279,False,-1.0,2.7,squad,bge-large
What 2015 NFL team one the AFC playoff?,Denver Broncos, The Denver Broncos won the AFC playoff in 2015.,hcpc_v2,0.8691,False,0.6351,True,0.7013,5.84,squad,bge-large
Which NFL team represented the AFC at Super Bowl 50?,Denver Broncos, The NFL team that represented the AFC at Super Bowl 50 was the Denver Broncos.,baseline,0.8579,False,0.8083,False,-1.0,3.4,squad,e5-large
Which NFL team represented the AFC at Super Bowl 50?,Denver Broncos, The NFL team that represented the AFC at Super Bowl 50 was the Denver Broncos.,hcpc_v1,0.8579,False,0.812,False,-1.0,3.57,squad,e5-large
Which NFL team represented the AFC at Super Bowl 50?,Denver Broncos, The NFL team that represented the AFC at Super Bowl 50 was the Denver Broncos.,hcpc_v2,0.8579,False,0.8083,False,0.7267,4.17,squad,e5-large
Which NFL team represented the NFC at Super Bowl 50?,Carolina Panthers, The National Football Conference (NFC) champion represented by Carolina Panthers at Super Bowl 50.,baseline,0.7465,False,0.8103,False,-1.0,3.72,squad,e5-large
Which NFL team represented the NFC at Super Bowl 50?,Carolina Panthers, The National Football Conference (NFC) champion represented by Carolina Panthers at Super Bowl 50.,hcpc_v1,0.7465,False,0.8169,False,-1.0,2.28,squad,e5-large
Which NFL team represented the NFC at Super Bowl 50?,Carolina Panthers, The National Football Conference (NFC) champion represented by Carolina Panthers at Super Bowl 50.,hcpc_v2,0.7465,False,0.8103,False,0.7664,3.1,squad,e5-large
Where did Super Bowl 50 take place?,"Santa Clara, California"," The provided context states that Super Bowl 50 was played at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",baseline,0.9926,False,0.8325,False,-1.0,3.22,squad,e5-large
Where did Super Bowl 50 take place?,"Santa Clara, California"," The provided context states that Super Bowl 50 was played at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",hcpc_v1,0.9926,False,0.8325,False,-1.0,2.03,squad,e5-large
Where did Super Bowl 50 take place?,"Santa Clara, California"," The provided context states that Super Bowl 50 was played at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",hcpc_v2,0.9926,False,0.8325,False,0.7619,1.88,squad,e5-large
Which NFL team won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,baseline,0.9247,False,0.8318,False,-1.0,2.31,squad,e5-large
Which NFL team won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,hcpc_v1,0.9247,False,0.8318,False,-1.0,0.57,squad,e5-large
Which NFL team won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,hcpc_v2,0.9247,False,0.8318,False,0.758,0.67,squad,e5-large
What color was used to emphasize the 50th anniversary of the Super Bowl?,gold, Gold,baseline,1.0,False,0.8323,False,-1.0,4.66,squad,e5-large
What color was used to emphasize the 50th anniversary of the Super Bowl?,gold, Gold,hcpc_v1,1.0,False,0.8341,False,-1.0,2.51,squad,e5-large
What color was used to emphasize the 50th anniversary of the Super Bowl?,gold, Gold,hcpc_v2,1.0,False,0.8323,False,0.8158,4.27,squad,e5-large
What was the theme of Super Bowl 50?,"""golden anniversary"""," The theme of Super Bowl 50 was the ""Golden Anniversary.""",baseline,0.7114,False,0.8253,False,-1.0,4.58,squad,e5-large
What was the theme of Super Bowl 50?,"""golden anniversary"""," The theme of Super Bowl 50 was the ""Golden Anniversary"".",hcpc_v1,0.872,False,0.8259,False,-1.0,2.79,squad,e5-large
What was the theme of Super Bowl 50?,"""golden anniversary"""," The theme of Super Bowl 50 was the ""Golden Anniversary.""",hcpc_v2,0.7114,False,0.8253,False,0.7664,3.39,squad,e5-large
What day was the game played on?,"February 7, 2016"," The Super Bowl 50 game was played on February 7, 2016.",baseline,0.9327,False,0.7634,False,-1.0,5.64,squad,e5-large
What day was the game played on?,"February 7, 2016"," The Super Bowl 50 game was played on February 7, 2016.",hcpc_v1,0.9327,False,0.7718,False,-1.0,1.9,squad,e5-large
What day was the game played on?,"February 7, 2016"," The Super Bowl 50 game was played on February 7, 2016.",hcpc_v2,0.9327,False,0.7634,False,0.7731,3.37,squad,e5-large
What is the AFC short for?,American Football Conference, The context does not provide information about what AFC stands for.,baseline,0.4877,True,0.7431,False,-1.0,4.52,squad,e5-large
What is the AFC short for?,American Football Conference, I cannot find this information in the provided context. The context does not specify what AFC stands for.,hcpc_v1,0.6762,False,0.7543,False,-1.0,2.74,squad,e5-large
What is the AFC short for?,American Football Conference, The context does not provide information about what AFC stands for.,hcpc_v2,0.4877,True,0.7431,False,0.7342,4.29,squad,e5-large
What was the theme of Super Bowl 50?,"""golden anniversary"""," The theme of Super Bowl 50 was the ""Golden Anniversary.""",baseline,0.7114,False,0.8253,False,-1.0,4.95,squad,e5-large
What was the theme of Super Bowl 50?,"""golden anniversary"""," The theme of Super Bowl 50 was the ""Golden Anniversary.""",hcpc_v1,0.7114,False,0.8259,False,-1.0,3.0,squad,e5-large
What was the theme of Super Bowl 50?,"""golden anniversary"""," The theme of Super Bowl 50 was the ""Golden Anniversary.""",hcpc_v2,0.7114,False,0.8253,False,0.7664,3.44,squad,e5-large
What does AFC stand for?,American Football Conference," The provided context does not explicitly state what AFC stands for, but it is clear from the context that AFC refers to the American Football Conference in the National Football League (NFL).",baseline,0.7585,False,0.7429,False,-1.0,6.48,squad,e5-large
What does AFC stand for?,American Football Conference, AFC stands for American Football Conference.,hcpc_v1,0.982,False,0.7582,False,-1.0,1.94,squad,e5-large
What does AFC stand for?,American Football Conference," The provided context does not explicitly state what AFC stands for, but it is implied that AFC refers to the American Football Conference in the National Football League (NFL).",hcpc_v2,0.9705,False,0.7429,False,0.7798,5.81,squad,e5-large
What day was the Super Bowl played on?,"February 7, 2016"," The Super Bowl was played on February 7, 2016.",baseline,0.8567,False,0.8262,False,-1.0,4.73,squad,e5-large
What day was the Super Bowl played on?,"February 7, 2016"," The Super Bowl was played on February 7, 2016.",hcpc_v1,0.8567,False,0.8262,False,-1.0,1.06,squad,e5-large
What day was the Super Bowl played on?,"February 7, 2016"," The Super Bowl was played on February 7, 2016.",hcpc_v2,0.8567,False,0.8262,False,0.8107,1.2,squad,e5-large
Who won Super Bowl 50?,Denver Broncos, The Denver Broncos won Super Bowl 50.,baseline,0.9247,False,0.8453,False,-1.0,4.29,squad,e5-large
